time,source,destination,rssi_dbm,snr_db,packet_received,pdr,latency_ms,drop_reason,condition
1788859732.996,1,3,-46.492,73.508,1,0.800,414.048,,DEGRADED
1788859732.996,2,1,-39.589,80.411,1,1.000,406.146,,NORMAL
1788859732.996,2,3,-39.318,80.682,1,1.000,401.434,,NORMAL
1788859732.996,3,1,-46.492,73.508,1,1.000,414.548,,NORMAL
1788859732.997,3,2,-39.318,80.682,1,0.800,405.436,,DEGRADED
1788859734.039,1,2,-39.630,80.370,0,0.857,408.297,channel_loss,NORMAL
1788859734.039,1,3,-46.571,73.429,1,0.800,403.409,,DEGRADED
1788859734.039,3,2,-39.404,80.596,1,0.800,402.380,,DEGRADED
1788859734.040,1,3,-46.571,73.429,1,0.800,407.652,,DEGRADED
1788859734.040,2,1,-39.630,80.370,1,1.000,399.215,,NORMAL
1788859734.040,2,3,-39.404,80.596,1,1.000,413.698,,NORMAL
1788859734.040,3,1,-46.571,73.429,1,1.000,409.109,,NORMAL
1788859734.040,3,2,-39.404,80.596,1,0.800,414.607,,DEGRADED
1788859735.058,1,2,-39.661,80.339,1,0.833,399.930,,DEGRADED
1788859735.059,1,3,-46.621,73.379,1,1.000,406.161,,NORMAL
1788859735.059,2,1,-39.661,80.339,1,1.000,397.008,,NORMAL
1788859735.059,2,3,-39.465,80.535,0,0.800,413.403,channel_loss,DEGRADED
1788859735.060,2,1,-39.661,80.339,1,1.000,397.493,,NORMAL
1788859735.061,1,3,-46.621,73.379,1,1.000,405.112,,NORMAL
1788859735.061,3,1,-46.621,73.379,1,1.000,405.322,,NORMAL
1788859735.061,3,2,-39.465,80.535,1,1.000,411.839,,NORMAL
1788859736.072,1,2,-39.680,80.320,0,0.667,400.019,channel_loss,DEGRADED
1788859736.072,1,3,-46.654,73.346,1,1.000,402.816,,NORMAL
1788859736.072,3,2,-39.504,80.496,0,0.833,405.309,channel_loss,DEGRADED
1788859736.072,1,3,-46.654,73.346,1,1.000,412.425,,NORMAL
1788859736.073,2,1,-39.680,80.320,1,1.000,410.944,,NORMAL
1788859736.073,2,3,-39.504,80.496,1,0.750,413.829,,DEGRADED
1788859736.073,3,1,-46.654,73.346,1,1.000,411.555,,NORMAL
1788859736.073,3,2,-39.504,80.496,1,0.833,401.115,,DEGRADED
1788859737.160,1,2,-39.682,80.318,1,0.500,415.122,,DEGRADED
1788859737.160,1,3,-46.677,73.323,1,1.000,398.116,,NORMAL
1788859737.160,2,1,-39.682,80.318,1,1.000,402.047,,NORMAL
1788859737.160,2,3,-39.544,80.456,1,0.750,406.013,,DEGRADED
1788859737.161,3,1,-46.677,73.323,1,1.000,401.580,,NORMAL
1788859737.161,3,2,-39.544,80.456,1,0.833,409.094,,DEGRADED
1788859738.164,1,2,-39.736,80.264,1,0.750,399.815,,DEGRADED
1788859738.164,1,3,-46.716,73.284,1,1.000,396.017,,NORMAL
1788859738.164,2,1,-39.736,80.264,1,1.000,409.249,,NORMAL
1788859738.165,2,3,-39.563,80.437,1,0.800,402.866,,DEGRADED
1788859738.165,3,1,-46.716,73.284,1,1.000,411.559,,NORMAL
1788859738.165,3,2,-39.563,80.437,0,0.667,405.051,channel_loss,DEGRADED
1788859738.166,3,1,-46.716,73.284,1,1.000,405.190,,NORMAL
1788859738.166,1,2,-39.736,80.264,1,0.800,412.538,,DEGRADED
1788859739.173,1,2,-39.894,80.106,1,0.800,403.950,,DEGRADED
1788859739.174,1,3,-46.860,73.140,1,1.000,404.283,,NORMAL
1788859739.174,2,1,-39.894,80.106,1,1.000,403.344,,NORMAL
1788859739.174,2,3,-39.697,80.303,1,1.000,398.231,,NORMAL
1788859739.174,3,1,-46.860,73.140,1,1.000,414.528,,NORMAL
1788859739.175,3,2,-39.697,80.303,1,0.667,408.998,,DEGRADED
1788859740.202,1,2,-40.451,79.549,1,0.833,412.179,,DEGRADED
1788859740.202,1,3,-47.311,72.689,1,1.000,412.331,,NORMAL
1788859740.203,2,1,-40.451,79.549,1,1.000,401.477,,NORMAL
1788859740.203,2,3,-40.130,79.870,1,1.000,410.332,,NORMAL
1788859740.203,3,1,-47.311,72.689,1,1.000,395.862,,NORMAL
1788859740.203,3,2,-40.130,79.870,1,0.800,407.767,,DEGRADED
1788859741.218,1,2,-41.392,78.608,0,0.833,415.093,channel_loss,DEGRADED
1788859741.219,1,3,-48.036,71.964,1,1.000,403.824,,NORMAL
1788859741.219,3,2,-40.946,79.054,1,0.833,407.819,,DEGRADED
1788859741.219,1,3,-48.036,71.964,1,1.000,404.018,,NORMAL
1788859741.219,2,1,-41.392,78.608,1,1.000,413.213,,NORMAL
1788859741.220,2,3,-40.946,79.054,1,1.000,411.067,,NORMAL
1788859741.220,3,1,-48.036,71.964,1,1.000,402.641,,NORMAL
1788859741.220,3,2,-40.946,79.054,1,0.833,405.767,,DEGRADED
1788859742.220,1,2,-42.508,77.492,1,0.833,410.994,,DEGRADED
1788859742.220,1,3,-48.915,71.085,1,1.000,396.723,,NORMAL
1788859742.220,2,1,-42.508,77.492,1,1.000,407.538,,NORMAL
1788859742.221,2,3,-42.166,77.834,1,1.000,413.401,,NORMAL
1788859742.221,3,1,-48.915,71.085,1,1.000,404.367,,NORMAL
1788859742.221,3,2,-42.166,77.834,1,0.833,400.251,,DEGRADED
1788859743.242,1,2,-43.818,76.182,1,0.833,411.237,,DEGRADED
1788859743.242,1,3,-49.895,70.105,1,1.000,408.696,,NORMAL
1788859743.242,2,1,-43.818,76.182,1,1.000,403.979,,NORMAL
1788859743.242,2,3,-43.554,76.446,1,1.000,406.896,,NORMAL
1788859743.243,3,1,-49.895,70.105,1,1.000,403.630,,NORMAL
1788859743.243,3,2,-43.554,76.446,1,1.000,412.050,,NORMAL
1788859744.290,1,2,-45.242,74.758,1,0.800,402.838,,DEGRADED
1788859744.291,1,3,-50.956,69.044,1,1.000,399.888,,NORMAL
1788859744.291,2,1,-45.242,74.758,1,1.000,406.640,,NORMAL
1788859744.291,2,3,-45.138,74.862,0,0.800,401.049,channel_loss,DEGRADED
1788859744.291,2,1,-45.242,74.758,0,0.833,408.309,channel_loss,DEGRADED
1788859744.292,3,1,-50.956,69.044,1,1.000,406.463,,NORMAL
1788859744.292,3,2,-45.138,74.862,1,1.000,410.037,,NORMAL
1788859745.296,1,2,-46.890,73.110,1,0.800,407.272,,DEGRADED
1788859745.296,1,3,-52.141,67.859,1,1.000,413.227,,NORMAL
1788859745.296,2,1,-46.890,73.110,1,0.833,411.121,,DEGRADED
1788859745.296,2,3,-46.776,73.224,1,0.800,402.191,,DEGRADED
1788859745.297,3,1,-52.141,67.859,1,1.000,407.562,,NORMAL
1788859745.297,3,2,-46.776,73.224,1,1.000,409.563,,NORMAL
1788859746.297,1,2,-48.568,71.432,1,1.000,411.911,,NORMAL
1788859746.297,1,3,-53.380,66.620,1,1.000,413.212,,NORMAL
1788859746.297,2,1,-48.568,71.432,1,0.833,401.323,,DEGRADED
1788859746.297,2,3,-48.497,71.503,1,0.800,406.736,,DEGRADED
1788859746.298,3,1,-53.380,66.620,1,1.000,396.947,,NORMAL
1788859746.298,3,2,-48.497,71.503,1,1.000,410.094,,NORMAL
1788859747.344,1,2,-50.206,69.794,1,1.000,397.787,,NORMAL
1788859747.344,1,3,-54.592,65.408,1,1.000,414.574,,NORMAL
1788859747.344,2,1,-50.206,69.794,1,0.833,413.414,,DEGRADED
1788859747.344,2,3,-50.176,69.824,1,0.800,400.284,,DEGRADED
1788859747.344,3,1,-54.592,65.408,1,1.000,404.781,,NORMAL
1788859747.344,3,2,-50.176,69.824,1,1.000,410.075,,NORMAL
1788859748.358,1,2,-51.656,68.344,1,1.000,397.448,,NORMAL
1788859748.358,1,3,-55.703,64.297,0,0.800,397.959,channel_loss,DEGRADED
1788859748.359,1,2,-51.656,68.344,0,0.833,412.347,channel_loss,DEGRADED
1788859748.359,2,1,-51.656,68.344,1,0.833,414.743,,DEGRADED
1788859748.359,2,3,-51.618,68.382,0,0.600,411.236,channel_loss,DEGRADED
1788859748.359,2,1,-51.656,68.344,1,0.857,410.958,,NORMAL
1788859748.359,1,3,-55.703,64.297,1,0.800,405.876,,DEGRADED
1788859748.359,3,1,-55.703,64.297,1,1.000,408.601,,NORMAL
1788859748.359,3,2,-51.618,68.382,1,1.000,406.835,,NORMAL
1788859749.406,1,2,-53.086,66.914,1,0.833,413.950,,DEGRADED
1788859749.407,1,3,-56.764,63.236,1,0.833,399.821,,DEGRADED
1788859749.407,2,1,-53.086,66.914,1,1.000,412.829,,NORMAL
1788859749.407,2,3,-53.043,66.957,1,0.800,413.449,,DEGRADED
1788859749.407,3,1,-56.764,63.236,1,1.000,396.409,,NORMAL
1788859749.407,3,2,-53.043,66.957,1,1.000,413.332,,NORMAL
1788859750.426,1,2,-54.463,65.537,1,0.833,403.310,,DEGRADED
1788859750.426,1,3,-57.791,62.209,1,0.833,414.070,,DEGRADED
1788859750.426,2,1,-54.463,65.537,1,1.000,404.997,,NORMAL
1788859750.426,2,3,-54.415,65.585,1,0.800,412.889,,DEGRADED
1788859750.426,3,1,-57.791,62.209,1,1.000,404.217,,NORMAL
1788859750.426,3,2,-54.415,65.585,1,1.000,410.007,,NORMAL
1788859751.460,1,2,-55.666,64.334,0,0.667,403.527,channel_loss,DEGRADED
1788859751.460,1,3,-58.717,61.283,1,0.833,398.235,,DEGRADED
1788859751.460,3,2,-55.614,64.386,1,1.000,397.125,,NORMAL
1788859751.461,1,3,-58.717,61.283,1,0.857,403.307,,NORMAL
1788859751.461,2,1,-55.666,64.334,0,0.833,395.799,channel_loss,DEGRADED
1788859751.461,2,3,-55.614,64.386,1,0.800,404.012,,DEGRADED
1788859751.461,3,1,-58.717,61.283,0,0.800,412.253,channel_loss,DEGRADED
1788859751.461,2,3,-55.614,64.386,1,0.800,408.858,,DEGRADED
1788859751.461,3,1,-58.717,61.283,1,0.800,414.701,,DEGRADED
1788859751.461,3,2,-55.614,64.386,1,1.000,403.107,,NORMAL
1788859752.502,1,2,-56.680,63.320,1,0.600,397.587,,DEGRADED
1788859752.503,1,3,-59.580,60.420,1,1.000,404.239,,NORMAL
1788859752.503,2,1,-56.680,63.320,1,0.800,407.978,,DEGRADED
1788859752.503,2,3,-56.630,63.370,1,1.000,395.571,,NORMAL
1788859752.503,3,1,-59.580,60.420,1,0.833,400.016,,DEGRADED
1788859752.503,3,2,-56.630,63.370,1,1.000,406.436,,NORMAL
1788859753.540,1,2,-57.410,62.590,1,0.800,410.447,,DEGRADED
1788859753.540,1,3,-60.247,59.753,1,1.000,399.463,,NORMAL
1788859753.540,2,1,-57.410,62.590,1,0.800,401.715,,DEGRADED
1788859753.540,2,3,-57.363,62.637,1,1.000,413.155,,NORMAL
1788859753.540,3,1,-60.247,59.753,1,0.833,412.313,,DEGRADED
1788859753.540,3,2,-57.363,62.637,1,1.000,397.744,,NORMAL
1788859754.546,1,2,-58.138,61.862,1,0.800,398.634,,DEGRADED
1788859754.546,1,3,-60.945,59.055,1,1.000,395.660,,NORMAL
1788859754.546,2,1,-58.138,61.862,1,0.800,410.944,,DEGRADED
1788859754.546,2,3,-58.088,61.912,1,1.000,401.620,,NORMAL
1788859754.546,3,1,-60.945,59.055,1,0.833,396.192,,DEGRADED
1788859754.546,3,2,-58.088,61.912,1,1.000,405.666,,NORMAL
1788859755.568,1,2,-58.804,61.196,1,0.800,404.669,,DEGRADED
1788859755.568,1,3,-61.603,58.397,1,1.000,405.409,,NORMAL
1788859755.568,2,1,-58.804,61.196,1,0.800,405.221,,DEGRADED
1788859755.569,2,3,-58.750,61.250,0,0.833,396.012,channel_loss,DEGRADED
1788859755.569,2,1,-58.804,61.196,1,0.833,412.484,,DEGRADED
1788859755.569,1,3,-61.603,58.397,1,1.000,404.305,,NORMAL
1788859755.569,3,1,-61.603,58.397,0,0.667,396.361,channel_loss,DEGRADED
1788859755.569,3,2,-58.750,61.250,1,1.000,403.177,,NORMAL
1788859755.569,2,1,-58.804,61.196,1,1.000,404.950,,NORMAL
1788859755.570,3,2,-58.750,61.250,1,1.000,396.614,,NORMAL
1788859756.590,1,2,-59.239,60.761,1,1.000,407.310,,NORMAL
1788859756.590,1,3,-62.053,57.947,1,1.000,400.645,,NORMAL
1788859756.590,2,1,-59.239,60.761,1,1.000,406.111,,NORMAL
1788859756.591,2,3,-59.175,60.825,1,0.800,415.037,,DEGRADED
1788859756.591,3,1,-62.053,57.947,1,0.800,404.219,,DEGRADED
1788859756.591,3,2,-59.175,60.825,1,1.000,397.128,,NORMAL
1788859757.603,1,2,-59.740,60.260,1,1.000,412.200,,NORMAL
1788859757.603,1,3,-62.580,57.420,1,1.000,410.524,,NORMAL
1788859757.604,2,1,-59.740,60.260,1,1.000,399.445,,NORMAL
1788859757.604,2,3,-59.684,60.316,1,0.800,399.714,,DEGRADED
1788859757.604,3,1,-62.580,57.420,1,0.800,404.214,,DEGRADED
1788859757.604,3,2,-59.684,60.316,1,1.000,397.046,,NORMAL
1788859758.648,1,2,-60.266,59.734,1,1.000,408.447,,NORMAL
1788859758.648,1,3,-63.122,56.878,1,1.000,398.197,,NORMAL
1788859758.649,2,1,-60.266,59.734,0,0.857,396.487,channel_loss,NORMAL
1788859758.649,2,3,-60.203,59.797,1,0.800,397.009,,DEGRADED
1788859758.649,3,1,-63.122,56.878,1,0.800,409.920,,DEGRADED
1788859758.649,2,3,-60.203,59.797,1,0.800,406.272,,DEGRADED
1788859758.650,3,1,-63.122,56.878,1,0.800,406.376,,DEGRADED
1788859758.650,3,2,-60.203,59.797,1,1.000,397.589,,NORMAL
1788859759.686,1,2,-60.694,59.306,1,1.000,408.451,,NORMAL
1788859759.687,1,3,-63.533,56.467,1,1.000,412.506,,NORMAL
1788859759.687,2,1,-60.694,59.306,1,0.833,414.512,,DEGRADED
1788859759.687,2,3,-60.607,59.393,1,1.000,402.177,,NORMAL
1788859759.687,3,1,-63.533,56.467,1,0.833,399.399,,DEGRADED
1788859759.688,3,2,-60.607,59.393,1,1.000,399.629,,NORMAL
1788859760.716,1,2,-61.217,58.783,1,1.000,412.052,,NORMAL
1788859760.716,1,3,-63.951,56.049,1,1.000,410.397,,NORMAL
1788859760.716,2,1,-61.217,58.783,1,0.800,411.289,,DEGRADED
1788859760.716,2,3,-61.024,58.976,1,1.000,414.635,,NORMAL
1788859760.717,3,1,-63.951,56.049,1,1.000,407.416,,NORMAL
1788859760.717,3,2,-61.024,58.976,1,1.000,395.669,,NORMAL
1788859761.763,1,2,-61.837,58.163,0,0.800,411.734,channel_loss,DEGRADED
1788859761.763,1,3,-64.435,55.565,1,1.000,398.753,,NORMAL
1788859761.763,3,2,-61.533,58.467,1,1.000,401.324,,NORMAL
1788859761.763,1,3,-64.435,55.565,1,1.000,395.267,,NORMAL
1788859761.764,2,1,-61.837,58.163,1,0.800,406.471,,DEGRADED
1788859761.764,2,3,-61.533,58.467,1,1.000,397.982,,NORMAL
1788859761.764,3,1,-64.435,55.565,1,1.000,395.758,,NORMAL
1788859761.764,3,2,-61.533,58.467,1,1.000,399.447,,NORMAL
1788859762.810,1,2,-62.455,57.545,1,0.800,401.962,,DEGRADED
1788859762.811,1,3,-64.880,55.120,1,1.000,409.577,,NORMAL
1788859762.811,2,1,-62.455,57.545,1,0.800,406.496,,DEGRADED
1788859762.811,2,3,-61.990,58.010,1,1.000,396.197,,NORMAL
1788859762.812,3,1,-64.880,55.120,1,1.000,407.501,,NORMAL
1788859762.812,3,2,-61.990,58.010,1,1.000,400.587,,NORMAL
1788859763.823,1,2,-63.047,56.953,1,0.800,404.858,,DEGRADED
1788859763.824,1,3,-65.284,54.716,1,1.000,400.608,,NORMAL
1788859763.824,2,1,-63.047,56.953,1,1.000,397.421,,NORMAL
1788859763.824,2,3,-62.434,57.566,1,1.000,400.809,,NORMAL
1788859763.824,3,1,-65.284,54.716,1,1.000,404.877,,NORMAL
1788859763.825,3,2,-62.434,57.566,1,1.000,396.053,,NORMAL
1788859764.845,1,2,-63.616,56.384,1,0.800,407.131,,DEGRADED
1788859764.845,1,3,-65.688,54.312,1,1.000,401.173,,NORMAL
1788859764.845,2,1,-63.616,56.384,1,1.000,397.889,,NORMAL
1788859764.845,2,3,-62.899,57.101,1,1.000,401.707,,NORMAL
1788859764.845,3,1,-65.688,54.312,1,1.000,410.085,,NORMAL
1788859764.845,3,2,-62.899,57.101,1,1.000,402.749,,NORMAL
1788859765.899,1,2,-64.217,55.783,1,0.800,405.150,,DEGRADED
1788859765.899,1,3,-66.089,53.911,1,1.000,411.269,,NORMAL
1788859765.899,2,1,-64.217,55.783,1,1.000,412.380,,NORMAL
1788859765.899,2,3,-63.406,56.594,1,1.000,395.519,,NORMAL
1788859765.899,3,1,-66.089,53.911,0,0.800,412.387,channel_loss,DEGRADED
1788859765.899,3,2,-63.406,56.594,1,1.000,406.613,,NORMAL
1788859765.900,2,1,-64.217,55.783,1,1.000,403.498,,NORMAL
1788859765.900,3,2,-63.406,56.594,1,1.000,395.562,,NORMAL
1788859766.911,1,2,-64.739,55.261,1,1.000,411.171,,NORMAL
1788859766.911,1,3,-66.439,53.561,1,1.000,411.785,,NORMAL
1788859766.912,2,1,-64.739,55.261,0,0.833,396.907,channel_loss,DEGRADED
1788859766.912,2,3,-63.859,56.141,1,1.000,400.011,,NORMAL
1788859766.912,3,1,-66.439,53.561,1,0.800,405.624,,DEGRADED
1788859766.912,2,3,-63.859,56.141,1,1.000,401.350,,NORMAL
1788859766.912,3,1,-66.439,53.561,1,0.833,401.806,,DEGRADED
1788859766.912,3,2,-63.859,56.141,1,1.000,405.354,,NORMAL
