timestamp,elapsed_s,drone_id,latitude,longitude,altitude_m,x_m,y_m,z_m,velocity_m_s,battery_percent,mode,status,armed,peer_positions_sent,recent_lora_packets,rssi_to_drone1_dbm,rssi_to_drone2_dbm,rssi_to_drone3_dbm,snr_to_drone1_db,snr_to_drone2_db,snr_to_drone3_db,link_status_to_drone1,link_status_to_drone2,link_status_to_drone3
1788859746.637,10.4,3,47.39804020,8.54656070,16.938,7.762,14.986,16.880,9.953,73.0,LOITER,active,1,1,65,-53.380,-48.497,,66.620,71.503,,received,received,
1788859747.679,11.4,1,47.39805670,8.54570050,8.092,9.559,-19.918,8.092,11.258,70.0,LOITER,active,1,1,71,,-50.206,-54.592,,69.794,65.408,,received,received
1788859747.679,11.4,2,47.39779680,8.54616200,12.920,-19.504,-0.120,12.858,10.309,71.0,LOITER,active,1,1,71,-50.206,,-50.176,69.794,,69.824,received,,received
1788859747.679,11.4,3,47.39805610,8.54661110,17.017,9.533,18.788,16.959,11.106,70.0,LOITER,active,1,1,71,-54.592,-50.176,,65.408,69.824,,received,received,
1788859748.719,12.5,1,47.39807050,8.54566060,8.076,11.090,-22.923,8.076,11.751,68.0,LOITER,active,1,1,80,,-51.656,-55.703,,68.344,64.297,,dropped,received
1788859748.719,12.5,2,47.39775830,8.54616260,12.932,-23.796,-0.074,12.868,11.281,71.0,LOITER,active,1,1,80,-51.656,,-51.618,68.344,,68.382,received,,dropped
1788859748.719,12.5,3,47.39807370,8.54666570,17.067,11.500,22.899,17.008,11.811,70.0,LOITER,active,1,1,80,-55.703,-51.618,,64.297,68.382,,received,received,
1788859749.759,13.5,1,47.39809530,8.54559300,8.041,13.852,-28.011,8.041,11.663,68.0,LOITER,active,1,1,86,,-53.086,-56.764,,66.914,63.236,,received,received
1788859749.759,13.5,2,47.39771720,8.54616330,12.916,-28.371,-0.023,12.852,11.738,69.0,LOITER,active,1,1,86,-53.086,,-53.043,66.914,,66.957,received,,received
1788859749.759,13.5,3,47.39809240,8.54672080,17.106,13.571,27.041,17.048,11.750,70.0,LOITER,active,1,1,86,-56.764,-53.043,,63.236,66.957,,received,received,
1788859750.797,14.5,1,47.39811450,8.54554090,8.031,15.990,-31.936,8.031,11.472,68.0,LOITER,active,1,1,92,,-54.463,-57.791,,65.537,62.209,,received,received
1788859750.797,14.5,2,47.39766550,8.54616380,12.916,-34.024,0.015,12.852,11.381,69.0,LOITER,active,1,1,92,-54.463,,-54.415,65.537,,65.585,received,,received
1788859750.797,14.5,3,47.39811510,8.54678820,17.186,16.102,32.116,17.127,11.515,70.0,LOITER,active,1,1,92,-57.791,-54.415,,62.209,65.585,,received,received,
1788859751.833,15.6,1,47.39813770,8.54547570,8.012,18.566,-36.845,8.012,11.461,66.0,LOITER,active,1,1,102,,-55.666,-58.717,,64.334,61.283,,dropped,received
1788859751.833,15.6,2,47.39762750,8.54616400,12.930,-38.245,0.026,12.867,10.396,67.0,LOITER,active,1,1,102,-55.666,,-55.614,64.334,,64.386,dropped,,received
1788859751.833,15.6,3,47.39813300,8.54684160,17.255,18.082,36.134,17.197,11.494,68.0,LOITER,active,1,1,102,-58.717,-55.614,,61.283,64.386,,received,received,
1788859752.878,16.6,1,47.39815620,8.54542170,7.994,20.628,-40.902,7.994,11.536,66.0,LOITER,active,1,1,108,,-56.680,-59.580,,63.320,60.420,,received,received
1788859752.878,16.6,2,47.39758650,8.54616390,12.929,-42.860,0.018,12.865,8.778,67.0,LOITER,active,1,1,108,-56.680,,-56.630,63.320,,63.370,received,,received
1788859752.878,16.6,3,47.39815540,8.54690850,17.340,20.088,40.193,17.340,11.544,67.0,LOITER,active,1,1,108,-59.580,-56.630,,60.420,63.370,,received,received,
1788859753.924,17.7,1,47.39817480,8.54536680,7.977,22.693,-45.035,7.977,11.597,65.0,LOITER,active,1,1,114,,-57.410,-60.247,,62.590,59.753,,received,received
1788859753.924,17.7,2,47.39756460,8.54616390,12.925,-45.224,0.018,12.862,7.907,67.0,LOITER,active,1,1,114,-57.410,,-57.363,62.590,,62.637,received,,received
1788859753.924,17.7,3,47.39816930,8.54695000,17.389,22.129,44.296,17.331,11.603,67.0,LOITER,active,1,1,114,-60.247,-57.363,,59.753,62.637,,received,received,
1788859754.965,18.7,1,47.39819320,8.54531200,7.957,24.742,-49.164,7.957,11.310,65.0,LOITER,active,1,1,120,,-58.138,-60.945,,61.862,59.055,,received,received
1788859754.965,18.7,2,47.39753310,8.54616430,12.931,-48.763,0.055,12.868,6.543,66.0,LOITER,active,1,1,120,-58.138,,-58.088,61.862,,61.912,received,,received
1788859754.965,18.7,3,47.39819210,8.54701730,17.461,24.176,48.398,17.461,11.415,66.0,LOITER,active,1,1,120,-60.945,-58.088,,59.055,61.912,,received,received,
1788859756.004,19.7,1,47.39821090,8.54526030,7.939,26.702,-53.052,7.939,10.501,65.0,LOITER,active,1,1,130,,-58.804,-61.603,,61.196,58.397,,received,received
1788859756.004,19.7,2,47.39751160,8.54616460,12.943,-51.138,0.075,12.880,5.449,66.0,LOITER,active,1,1,130,-58.804,,-58.750,61.196,,61.250,received,,dropped
1788859756.004,19.7,3,47.39820960,8.54706830,17.512,26.602,53.189,17.453,10.476,66.0,LOITER,active,1,1,130,-61.603,-58.750,,58.397,61.250,,dropped,received,
1788859757.006,20.7,1,47.39823110,8.54520190,7.937,28.951,-57.449,7.937,9.335,63.0,LOITER,active,1,1,136,,-59.239,-62.053,,60.761,57.947,,received,received
1788859757.006,20.7,2,47.39749390,8.54616460,12.954,-53.090,0.070,12.891,4.366,64.0,LOITER,active,1,1,136,-59.239,,-59.175,60.761,,60.825,received,,received
1788859757.006,20.7,3,47.39822580,8.54711470,17.568,28.398,56.678,17.509,9.575,65.0,LOITER,active,1,1,136,-62.053,-59.175,,57.947,60.825,,received,received,
1788859758.047,21.8,1,47.39824220,8.54517070,7.944,30.191,-59.801,7.944,8.807,63.0,LOITER,active,1,1,142,,-59.740,-62.580,,60.260,57.420,,received,received
1788859758.047,21.8,2,47.39747960,8.54616470,12.973,-54.673,0.087,12.911,3.531,64.0,LOITER,active,1,1,142,-59.740,,-59.684,60.260,,60.316,received,,received
1788859758.047,21.8,3,47.39824110,8.54715790,17.626,30.098,59.928,17.568,9.157,64.0,LOITER,active,1,1,142,-62.580,-59.684,,57.420,60.316,,received,received,
1788859759.096,22.8,1,47.39826360,8.54512200,7.993,32.569,-63.461,7.993,8.645,62.0,LOITER,active,1,1,150,,-60.266,-63.122,,59.734,56.878,,received,received
1788859759.096,22.8,2,47.39746690,8.54616890,13.015,-56.077,0.423,12.953,3.509,62.0,LOITER,active,1,1,150,-60.266,,-60.203,59.734,,59.797,dropped,,received
1788859759.096,22.8,3,47.39825780,8.54720140,17.714,31.971,63.203,17.656,9.709,64.0,LOITER,active,1,1,150,-63.122,-60.203,,56.878,59.797,,received,received,
1788859760.134,23.9,1,47.39827930,8.54509480,8.024,34.313,-65.513,8.024,9.199,61.0,LOITER,active,1,1,156,,-60.694,-63.533,,59.306,56.467,,received,received
1788859760.134,23.9,2,47.39745340,8.54617990,13.047,-57.589,1.265,12.984,4.482,62.0,LOITER,active,1,1,156,-60.694,,-60.607,59.306,,59.393,received,,received
1788859760.134,23.9,3,47.39827880,8.54724790,17.777,34.307,66.708,17.718,10.837,63.0,LOITER,active,1,1,156,-63.533,-60.607,,56.467,59.393,,received,received,
1788859761.172,24.9,1,47.39831160,8.54504460,8.072,37.902,-69.292,8.072,10.858,61.0,LOITER,active,1,1,162,,-61.217,-63.951,,58.783,56.049,,received,received
1788859761.172,24.9,2,47.39743640,8.54619650,13.075,-59.500,2.534,13.012,6.022,62.0,LOITER,active,1,1,162,-61.217,,-61.024,58.783,,58.976,received,,received
1788859761.172,24.9,3,47.39830410,8.54729740,17.775,37.132,70.441,17.715,11.849,63.0,LOITER,active,1,1,162,-63.951,-61.024,,56.049,58.976,,received,received,
1788859762.206,25.9,1,47.39834050,8.54499830,8.040,41.115,-72.771,8.040,12.014,60.0,LOITER,active,1,1,170,,-61.837,-64.435,,58.163,55.565,,dropped,received
1788859762.206,25.9,2,47.39741450,8.54621720,13.070,-61.962,4.103,13.005,7.584,61.0,LOITER,active,1,1,170,-61.837,,-61.533,58.163,,58.467,received,,received
1788859762.206,25.9,3,47.39833120,8.54734900,17.741,40.142,74.326,17.681,12.181,61.0,LOITER,active,1,1,170,-64.435,-61.533,,55.565,58.467,,received,received,
1788859763.253,27.0,1,47.39837000,8.54494920,7.980,44.399,-76.467,7.980,12.196,58.0,LOITER,active,1,1,176,,-62.455,-64.880,,57.545,55.120,,received,received
1788859763.253,27.0,2,47.39738070,8.54624610,13.037,-65.673,6.245,12.973,9.012,61.0,LOITER,active,1,1,176,-62.455,,-61.990,57.545,,58.010,received,,received
1788859763.253,27.0,3,47.39836380,8.54741330,17.739,43.767,79.162,17.679,11.875,60.0,LOITER,active,1,1,176,-64.880,-61.990,,55.120,58.010,,received,received,
1788859764.290,28.0,1,47.39839850,8.54490140,7.965,47.572,-80.069,7.965,11.914,58.0,LOITER,active,1,1,182,,-63.047,-65.284,,56.953,54.716,,received,received
1788859764.290,28.0,2,47.39734970,8.54626810,13.030,-69.125,7.896,12.966,9.930,59.0,LOITER,active,1,1,182,-63.047,,-62.434,56.953,,57.566,received,,received
1788859764.290,28.0,3,47.39838870,8.54746330,17.753,46.533,82.925,17.694,11.757,60.0,LOITER,active,1,1,182,-65.284,-62.434,,54.716,57.566,,received,received,
1788859765.337,29.1,1,47.39843300,8.54484380,7.970,51.405,-84.404,7.970,11.742,58.0,LOITER,active,1,1,188,,-63.616,-65.688,,56.384,54.312,,received,received
1788859765.337,29.1,2,47.39731500,8.54628910,13.033,-72.995,9.475,12.969,10.931,59.0,LOITER,active,1,1,188,-63.616,,-62.899,56.384,,57.101,received,,received
1788859765.337,29.1,3,47.39841350,8.54751320,17.762,49.299,86.678,17.702,11.762,60.0,LOITER,active,1,1,188,-65.688,-62.899,,54.312,57.101,,received,received,
1788859766.382,30.1,1,47.39846100,8.54479780,7.972,54.511,-87.867,7.972,11.752,58.0,LOITER,active,1,1,196,,-64.217,-66.089,,55.783,53.911,,received,received
1788859766.382,30.1,2,47.39726700,8.54631490,13.011,-78.424,11.449,12.946,11.907,59.0,LOITER,active,1,1,196,-64.217,,-63.406,55.783,,56.594,received,,received
1788859766.382,30.1,3,47.39844490,8.54757520,17.767,52.793,91.346,17.707,11.810,60.0,LOITER,active,1,1,196,-66.089,-63.406,,53.911,56.594,,dropped,received,
1788859767.433,31.2,1,47.39848920,8.54475170,7.980,57.655,-91.335,7.980,11.792,56.0,LOITER,active,1,1,204,,-64.739,-66.439,,55.261,53.561,,received,received
1788859767.433,31.2,2,47.39722680,8.54633570,12.981,-81.741,12.610,12.981,11.997,57.0,LOITER,active,1,1,204,-64.739,,-63.859,55.261,,56.141,dropped,,received
1788859767.433,31.2,3,47.39846450,8.54761320,17.779,54.968,94.208,17.719,11.834,57.0,LOITER,active,1,1,204,-66.439,-63.859,,53.561,56.141,,received,received,
1788859768.474,32.2,1,47.39851780,8.54470540,7.984,60.831,-94.817,7.984,11.828,55.0,LOITER,active,1,1,210,,-65.189,-66.746,,54.811,53.254,,received,received
1788859768.474,32.2,2,47.39718760,8.54635660,12.979,-87.256,14.592,12.915,11.756,57.0,LOITER,active,1,1,210,-65.189,,-64.253,54.811,,55.747,received,,received
1788859768.474,32.2,3,47.39849660,8.54767530,17.798,58.536,98.878,17.738,11.859,57.0,LOITER,active,1,1,210,-66.746,-64.253,,53.254,55.747,,received,received,
1788859769.512,33.3,1,47.39855400,8.54464710,7.982,64.857,-99.210,7.982,11.856,55.0,LOITER,active,1,1,216,,-65.733,-67.123,,54.267,52.877,,received,received
1788859769.512,33.3,2,47.39713890,8.54638310,12.982,-92.580,16.553,12.918,11.670,56.0,LOITER,active,1,1,216,-65.733,,-64.728,54.267,,55.272,received,,received
1788859769.512,33.3,3,47.39852930,8.54773850,17.817,61.419,102.654,17.817,11.875,56.0,LOITER,active,1,1,216,-67.123,-64.728,,52.877,55.272,,received,received,
1788859770.572,34.3,1,47.39858280,8.54460070,7.979,68.065,-102.697,7.979,11.871,55.0,LOITER,active,1,1,222,,-66.258,-67.498,,53.742,52.502,,received,received
1788859770.572,34.3,2,47.39711020,8.54639850,12.981,-95.860,17.738,12.917,11.680,56.0,LOITER,active,1,1,222,-66.258,,-65.187,53.742,,54.813,received,,received
1788859770.572,34.3,3,47.39854850,8.54777560,17.821,64.304,106.430,17.762,11.888,56.0,LOITER,active,1,1,222,-67.498,-65.187,,52.502,54.813,,received,received,
1788859771.615,35.4,1,47.39858980,8.54458960,7.978,68.837,-103.536,7.978,11.875,55.0,LOITER,active,1,1,228,,-66.450,-67.652,,53.550,52.348,,received,received
1788859771.615,35.4,2,47.39709070,8.54640870,12.980,-98.032,18.507,12.916,11.696,56.0,LOITER,active,1,1,228,-66.450,,-65.362,53.550,,54.638,received,,received
1788859771.615,35.4,3,47.39856140,8.54780070,17.825,65.748,108.320,17.765,11.894,56.0,LOITER,active,1,1,228,-67.652,-65.362,,52.348,54.638,,received,received,
1788859772.668,36.4,1,47.39861870,8.54454310,7.970,72.056,-107.034,7.970,11.891,53.0,LOITER,active,1,1,234,,-66.939,-67.987,,53.061,52.013,,received,received
1788859772.668,36.4,2,47.39705130,8.54642880,12.976,-102.412,20.021,12.911,11.737,54.0,LOITER,active,1,1,234,-66.939,,-65.801,53.061,,54.199,received,,received
1788859772.668,36.4,3,47.39858740,8.54785100,17.835,68.637,112.104,17.776,11.905,55.0,LOITER,active,1,1,234,-67.987,-65.801,,52.013,54.199,,received,received,
1788859773.670,37.4,1,47.39864760,8.54449640,7.961,75.264,-110.550,7.961,11.904,53.0,LOITER,active,1,1,240,,-67.335,-68.277,,52.665,51.723,,received,received
1788859773.670,37.4,2,47.39701170,8.54644880,12.968,-106.821,21.526,12.904,11.771,54.0,LOITER,active,1,1,240,-67.335,,-66.171,52.665,,53.829,received,,received
1788859773.670,37.4,3,47.39861340,8.54790130,17.848,70.831,114.983,17.848,11.911,54.0,LOITER,active,1,1,240,-68.277,-66.171,,51.723,53.829,,received,received,
1788859774.681,38.4,1,47.39867640,8.54444950,7.959,78.464,-114.080,7.959,11.914,52.0,LOITER,active,1,1,248,,-67.695,-68.542,,52.305,51.458,,dropped,received
1788859774.681,38.4,2,47.39698140,8.54646410,12.965,-110.098,22.645,12.901,11.795,54.0,LOITER,active,1,1,248,-67.695,,-66.493,52.305,,53.507,received,,received
1788859774.681,38.4,3,47.39863320,8.54793960,17.856,73.723,118.771,17.796,11.919,54.0,LOITER,active,1,1,248,-68.542,-66.493,,51.458,53.507,,received,dropped,
1788859775.734,39.5,1,47.39869830,8.54441380,7.957,80.899,-116.763,7.957,11.919,52.0,LOITER,active,1,1,254,,-68.047,-68.800,,51.953,51.200,,received,received
1788859775.734,39.5,2,47.39694140,8.54648440,12.960,-114.542,24.173,12.897,11.824,52.0,LOITER,active,1,1,254,-68.047,,-66.824,51.953,,53.176,received,,received
1788859775.734,39.5,3,47.39865910,8.54798990,17.864,76.610,122.559,17.804,11.923,53.0,LOITER,active,1,1,254,-68.800,-66.824,,51.200,53.176,,received,received,
1788859776.773,40.5,1,47.39872710,8.54436700,7.960,84.101,-120.290,7.960,11.922,52.0,LOITER,active,1,1,262,,-68.403,-69.069,,51.597,50.931,,received,dropped
1788859776.773,40.5,2,47.39690130,8.54650490,12.961,-119.004,25.716,12.897,11.851,52.0,LOITER,active,1,1,262,-68.403,,-67.145,51.597,,52.855,received,,received
1788859776.773,40.5,3,47.39868500,8.54804040,17.871,79.488,126.360,17.811,11.932,53.0,LOITER,active,1,1,262,-69.069,-67.145,,50.931,52.855,,received,received,
1788859777.811,41.6,1,47.39875590,8.54432030,7.971,87.308,-123.802,7.971,11.920,51.0,LOITER,active,1,1,268,,-68.779,-69.348,,51.221,50.652,,received,received
1788859777.811,41.6,2,47.39686120,8.54652580,12.973,-123.461,27.294,12.910,11.867,51.0,LOITER,active,1,1,268,-68.779,,-67.488,51.221,,52.512,received,,received
1788859777.811,41.6,3,47.39871100,8.54809070,17.884,82.381,130.146,17.824,11.933,51.0,LOITER,active,1,1,268,-69.348,-67.488,,50.652,52.512,,received,received,
1788859778.866,42.6,1,47.39878570,8.54427510,7.975,90.628,-127.206,7.975,11.920,51.0,LOITER,active,1,1,278,,-69.125,-69.608,,50.875,50.392,,received,received
1788859778.866,42.6,2,47.39682150,8.54654870,12.975,-127.875,29.016,12.912,11.882,51.0,LOITER,active,1,1,278,-69.125,,-67.814,50.875,,52.186,received,,received
1788859778.866,42.6,3,47.39873780,8.54814020,17.890,85.362,133.871,17.831,11.938,51.0,LOITER,active,1,1,278,-69.608,-67.814,,50.392,52.186,,received,dropped,
1788859779.878,43.6,1,47.39881580,8.54423010,7.980,93.971,-130.590,7.980,11.928,50.0,LOITER,active,1,1,284,,-69.449,-69.840,,50.551,50.160,,received,received
1788859779.878,43.6,2,47.39678180,8.54657180,12.977,-132.294,30.759,12.914,11.899,51.0,LOITER,active,1,1,284,-69.449,,-68.109,50.551,,51.891,received,,received
1788859779.878,43.6,3,47.39876460,8.54818970,17.892,88.343,137.595,17.832,11.945,51.0,LOITER,active,1,1,284,-69.840,-68.109,,50.160,51.891,,received,received,
1788859780.890,44.6,1,47.39884560,8.54418470,7.980,97.288,-134.012,7.980,11.939,51.0,LOITER,active,1,1,292,,-69.757,-70.073,,50.243,49.927,,received,received
1788859780.890,44.6,2,47.39674190,8.54659450,12.978,-136.729,32.469,12.914,11.906,51.0,LOITER,active,1,1,292,-69.757,,-68.393,50.243,,51.607,received,,received
1788859780.890,44.6,3,47.39879130,8.54823950,17.890,90.537,140.369,17.890,11.951,51.0,LOITER,active,1,1,292,-70.073,-68.393,,49.927,51.607,,received,dropped,
1788859781.943,45.7,1,47.39887550,8.54413900,7.979,100.604,-137.446,7.979,11.948,51.0,LOITER,active,1,1,298,,-70.042,-70.288,,49.958,49.712,,received,received
1788859781.943,45.7,2,47.39670190,8.54661720,12.978,-140.107,33.764,12.978,11.914,51.0,LOITER,active,1,1,298,-70.042,,-68.656,49.958,,51.344,received,,received
1788859781.943,45.7,3,47.39881090,8.54827670,17.892,93.491,144.145,17.832,11.963,51.0,LOITER,active,1,1,298,-70.288,-68.656,,49.712,51.344,,received,received,
1788859782.950,46.7,1,47.39889750,8.54410530,7.979,103.058,-139.989,7.979,11.952,51.0,LOITER,active,1,1,304,,-70.294,-70.480,,49.706,49.520,,received,received
1788859782.950,46.7,2,47.39667230,8.54663390,12.978,-144.558,35.467,12.914,11.925,51.0,LOITER,active,1,1,304,-70.294,,-68.884,49.706,,51.116,received,,received
1788859782.950,46.7,3,47.39883100,8.54831490,17.894,95.727,147.021,17.834,11.965,51.0,LOITER,active,1,1,304,-70.480,-68.884,,49.520,51.116,,received,received,
1788859783.964,47.7,1,47.39892020,8.54407050,7.976,105.581,-142.604,7.976,11.958,51.0,LOITER,active,1,1,312,,-70.529,-70.659,,49.471,49.341,,received,received
1788859783.964,47.7,2,47.39664180,8.54665110,12.979,-147.856,36.729,12.916,11.933,51.0,LOITER,active,1,1,312,-70.529,,-69.108,49.471,,50.892,dropped,,received
1788859783.964,47.7,3,47.39885760,8.54836510,17.899,98.677,150.800,17.839,11.968,50.0,LOITER,active,1,1,312,-70.659,-69.108,,49.341,50.892,,dropped,received,
1788859784.972,48.7,1,47.39894230,8.54403670,7.974,108.040,-145.152,7.974,11.963,51.0,LOITER,active,1,1,318,,-70.788,-70.862,,49.212,49.138,,received,received
1788859784.972,48.7,2,47.39661210,8.54666790,12.981,-151.247,38.022,12.917,11.939,51.0,LOITER,active,1,1,318,-70.788,,-69.350,49.212,,50.650,received,,received
1788859784.972,48.7,3,47.39887730,8.54840210,17.901,100.871,153.587,17.842,11.970,50.0,LOITER,active,1,1,318,-70.862,-69.350,,49.138,50.650,,received,received,
1788859786.021,49.8,1,47.39897220,8.54399100,7.976,111.366,-148.588,7.976,11.964,50.0,LOITER,active,1,1,324,,-71.046,-71.054,,48.954,48.946,,received,received
1788859786.021,49.8,2,47.39657200,8.54669040,12.979,-155.708,39.721,12.915,11.943,51.0,LOITER,active,1,1,324,-71.046,,-69.581,48.954,,50.419,received,,received
1788859786.021,49.8,3,47.39890400,8.54845200,17.909,103.843,157.340,17.849,11.968,50.0,LOITER,active,1,1,324,-71.054,-69.581,,48.946,50.419,,received,received,
1788859787.078,50.8,1,47.39899500,8.54395640,7.980,113.897,-151.192,7.980,11.962,51.0,LOITER,active,1,1,330,,-71.275,-71.234,,48.725,48.766,,received,received
1788859787.078,50.8,2,47.39654150,8.54670760,12.974,-159.009,40.983,12.910,11.946,51.0,LOITER,active,1,1,330,-71.275,,-69.805,48.725,,50.195,received,,received
1788859787.078,50.8,3,47.39892430,8.54848990,17.916,106.100,160.194,17.856,11.968,51.0,LOITER,active,1,1,330,-71.234,-69.805,,48.766,50.195,,received,received,
1788859788.107,51.9,1,47.39902500,8.54391110,7.986,117.236,-154.605,7.986,11.962,51.0,LOITER,active,1,1,338,,-71.494,-71.404,,48.506,48.596,,received,received
1788859788.107,51.9,2,47.39651180,8.54672450,12.975,-162.398,42.289,12.911,11.951,51.0,LOITER,active,1,1,338,-71.494,,-70.010,48.506,,49.990,received,,received
1788859788.107,51.9,3,47.39894400,8.54852700,17.919,108.292,162.984,17.859,11.972,51.0,LOITER,active,1,1,338,-71.404,-70.010,,48.596,49.990,,dropped,received,
1788859789.164,52.9,1,47.39904010,8.54388840,7.989,118.910,-156.310,7.989,11.964,51.0,LOITER,active,1,1,344,,-71.682,-71.551,,48.318,48.449,,received,received
1788859789.164,52.9,2,47.39648140,8.54674200,12.978,-165.696,43.566,12.915,11.955,51.0,LOITER,active,1,1,344,-71.682,,-70.186,48.318,,49.814,received,,received
