timestamp,elapsed_s,drone_id,latitude,longitude,altitude_m,x_m,y_m,z_m,velocity_m_s,battery_percent,mode,status,armed,peer_positions_sent,recent_lora_packets,rssi_to_drone1_dbm,rssi_to_drone2_dbm,rssi_to_drone3_dbm,snr_to_drone1_db,snr_to_drone2_db,snr_to_drone3_db,link_status_to_drone1,link_status_to_drone2,link_status_to_drone3
1788859990.104,12.5,2,47.39774450,8.54616340,12.919,-25.056,-0.037,12.919,11.480,70.0,LOITER,active,1,1,81,-52.235,,-52.140,67.765,,67.860,received,,received
1788859990.104,12.5,3,47.39808010,8.54668490,17.069,12.246,24.433,17.035,11.866,71.0,LOITER,active,1,1,81,-56.114,-52.140,,63.886,67.860,,received,received,
1788859991.144,13.5,1,47.39810290,8.54557180,8.019,14.675,-29.527,8.019,11.586,68.0,LOITER,active,1,1,87,,-53.475,-57.034,,66.525,62.966,,received,received
1788859991.144,13.5,2,47.39770310,8.54616390,12.909,-29.658,0.001,12.909,11.741,69.0,LOITER,active,1,1,87,-53.475,,-53.381,66.525,,66.619,received,,received
1788859991.144,13.5,3,47.39809870,8.54673940,17.125,14.308,28.531,17.093,11.656,69.0,LOITER,active,1,1,87,-57.034,-53.381,,62.966,66.619,,received,received,
1788859992.183,14.6,1,47.39812200,8.54551960,8.016,16.796,-33.454,8.016,11.454,68.0,LOITER,active,1,1,96,,-54.739,-57.979,,65.261,62.021,,dropped,received
1788859992.183,14.6,2,47.39765240,8.54616400,12.910,-35.310,0.008,12.910,11.138,69.0,LOITER,active,1,1,96,-54.739,,-54.651,65.261,,65.349,received,,dropped
1788859992.183,14.6,3,47.39811660,8.54679270,17.200,16.307,32.541,17.168,11.504,69.0,LOITER,active,1,1,96,-57.979,-54.651,,62.021,65.349,,received,received,
1788859993.224,15.6,1,47.39814070,8.54546660,8.009,18.874,-37.442,8.009,11.478,66.0,LOITER,active,1,1,102,,-55.886,-58.876,,64.114,61.124,,received,received
1788859993.224,15.6,2,47.39761560,8.54616400,12.916,-39.403,0.007,12.916,10.017,69.0,LOITER,active,1,1,102,-55.886,,-55.779,64.114,,64.221,received,,received
1788859993.224,15.6,3,47.39813910,8.54686010,17.286,18.806,37.611,17.254,11.506,68.0,LOITER,active,1,1,102,-58.876,-55.779,,61.124,64.221,,received,received,
1788859994.259,16.6,1,47.39816360,8.54539930,7.992,21.426,-42.502,7.992,11.567,66.0,LOITER,active,1,1,108,,-56.789,-59.669,,63.211,60.331,,received,received
1788859994.259,16.6,2,47.39758340,8.54616400,12.918,-42.999,0.009,12.918,8.745,67.0,LOITER,active,1,1,108,-56.789,,-56.707,63.211,,63.293,received,,received
1788859994.259,16.6,3,47.39815720,8.54691420,17.343,20.817,41.688,17.310,11.566,68.0,LOITER,active,1,1,108,-59.669,-56.707,,60.331,63.293,,received,received,
1788859995.281,17.7,1,47.39817290,8.54537190,7.983,22.459,-44.570,7.983,11.595,66.0,LOITER,active,1,1,118,,-57.627,-60.445,,62.373,59.555,,dropped,received
1788859995.281,17.7,2,47.39756210,8.54616390,12.925,-45.371,0.006,12.925,7.879,67.0,LOITER,active,1,1,118,-57.627,,-57.547,62.373,,62.453,dropped,,received
1788859995.281,17.7,3,47.39817080,8.54695460,17.386,21.836,43.742,17.386,11.596,68.0,LOITER,active,1,1,118,-60.445,-57.547,,59.555,62.453,,received,received,
1788859996.320,18.7,1,47.39819140,8.54531730,7.965,24.520,-48.680,7.965,11.357,65.0,LOITER,active,1,1,124,,-57.989,-60.793,,62.011,59.207,,received,received
1788859996.320,18.7,2,47.39754240,8.54616380,12.932,-48.216,-0.006,12.856,6.768,65.0,LOITER,active,1,1,124,-57.989,,-57.911,62.011,,62.089,received,,received
1788859996.320,18.7,3,47.39818480,8.54699610,17.428,23.886,47.852,17.396,11.474,66.0,LOITER,active,1,1,124,-60.793,-57.911,,59.207,62.089,,received,received,
1788859997.347,19.7,1,47.39820050,8.54529100,7.958,25.527,-50.664,7.958,11.017,65.0,LOITER,active,1,1,130,,-58.643,-61.423,,61.357,58.577,,received,received
1788859997.347,19.7,2,47.39752520,8.54616370,12.940,-49.491,-0.014,12.940,6.221,65.0,LOITER,active,1,1,130,-58.643,,-58.549,61.357,,61.451,received,,received
1788859997.347,19.7,3,47.39819820,8.54703540,17.472,25.379,50.802,17.440,11.031,65.0,LOITER,active,1,1,130,-61.423,-58.549,,58.577,61.451,,received,received,
1788859998.329,20.7,1,47.39821370,8.54525310,7.951,26.995,-53.523,7.951,10.352,65.0,LOITER,active,1,1,136,,-58.835,-61.635,,61.165,58.365,,received,received
1788859998.329,20.7,2,47.39750950,8.54616360,12.947,-51.237,-0.021,12.947,5.379,65.0,LOITER,active,1,1,136,-58.835,,-58.754,61.165,,61.246,received,,received
1788859998.329,20.7,3,47.39821150,8.54707340,17.516,26.850,53.652,17.483,10.375,65.0,LOITER,active,1,1,136,-61.635,-58.754,,58.365,61.246,,received,received,
1788859999.379,21.7,1,47.39822990,8.54520700,7.952,29.226,-57.785,7.904,9.376,63.0,LOITER,active,1,1,146,,-59.516,-62.332,,60.484,57.668,,received,received
1788859999.379,21.7,2,47.39749220,8.54616410,12.959,-53.170,0.015,12.959,4.340,65.0,LOITER,active,1,1,146,-59.516,,-59.462,60.484,,60.538,received,,dropped
1788859999.379,21.7,3,47.39822800,8.54711990,17.572,28.687,57.144,17.540,9.812,64.0,LOITER,active,1,1,146,-62.332,-59.462,,57.668,60.538,,dropped,received,
1788860000.412,22.8,1,47.39825120,8.54515510,7.993,31.167,-60.911,7.993,9.176,63.0,LOITER,active,1,1,152,,-60.013,-62.840,,59.987,57.160,,received,received
1788860000.412,22.8,2,47.39747400,8.54616980,12.997,-55.200,0.436,12.997,4.010,64.0,LOITER,active,1,1,152,-60.013,,-59.947,59.987,,60.053,received,,received
1788860000.412,22.8,3,47.39824550,8.54716570,17.661,30.638,60.591,17.630,10.204,64.0,LOITER,active,1,1,152,-62.840,-59.947,,57.160,60.053,,received,received,
1788860001.459,23.8,1,47.39827330,8.54511510,8.036,33.604,-63.915,8.036,9.948,63.0,LOITER,active,1,1,158,,-60.535,-63.311,,59.465,56.689,,received,received
1788860001.459,23.8,2,47.39745900,8.54618150,13.029,-56.867,1.305,13.029,4.828,62.0,LOITER,active,1,1,158,-60.535,,-60.402,59.465,,59.598,received,,received
1788860001.459,23.8,3,47.39827250,8.54722560,17.729,33.666,65.110,17.694,11.379,64.0,LOITER,active,1,1,158,-63.311,-60.402,,56.689,59.598,,received,received,
1788860002.513,24.9,1,47.39830810,8.54506090,8.053,37.462,-67.988,8.053,11.608,61.0,LOITER,active,1,1,166,,-61.129,-63.803,,58.871,56.197,,received,received
1788860002.513,24.9,2,47.39743550,8.54620370,13.073,-59.468,2.969,13.073,6.664,62.0,LOITER,active,1,1,166,-61.129,,-60.905,58.871,,59.095,dropped,,received
1788860002.513,24.9,3,47.39829870,8.54727630,17.713,36.589,68.932,17.677,12.075,62.0,LOITER,active,1,1,166,-63.803,-60.905,,56.197,59.095,,received,received,
1788860003.549,25.9,1,47.39833800,8.54501260,8.005,40.792,-71.621,8.005,12.261,59.0,LOITER,active,1,1,172,,-61.760,-64.278,,58.240,55.722,,received,received
1788860003.549,25.9,2,47.39741140,8.54622550,13.069,-62.131,4.606,13.069,8.121,62.0,LOITER,active,1,1,172,-61.760,,-61.387,58.240,,58.613,received,,received
1788860003.549,25.9,3,47.39832560,8.54732800,17.693,39.575,72.825,17.658,12.075,62.0,LOITER,active,1,1,172,-64.278,-61.387,,55.722,58.613,,received,received,
1788860004.600,27.0,1,47.39836690,8.54496360,7.974,44.011,-75.306,7.974,12.044,60.0,LOITER,active,1,1,178,,-62.396,-64.731,,57.604,55.269,,received,received
1788860004.600,27.0,2,47.39738300,8.54624830,13.049,-65.284,6.325,13.049,9.209,60.0,LOITER,active,1,1,178,-62.396,,-61.858,57.604,,58.142,received,,received
1788860004.600,27.0,3,47.39835760,8.54739220,17.697,43.132,77.649,17.662,11.830,61.0,LOITER,active,1,1,178,-64.731,-61.858,,55.269,58.142,,received,received,
1788860005.643,28.0,1,47.39840110,8.54490490,7.970,47.814,-79.730,7.970,11.778,60.0,LOITER,active,1,1,186,,-63.031,-65.171,,56.969,54.829,,dropped,received
1788860005.643,28.0,2,47.39735070,8.54626990,13.039,-69.788,8.327,12.959,10.392,60.0,LOITER,active,1,1,186,-63.031,,-62.345,56.969,,57.655,received,,received
1788860005.643,28.0,3,47.39838230,8.54744240,17.715,45.883,81.432,17.681,11.771,61.0,LOITER,active,1,1,186,-65.171,-62.345,,54.829,57.655,,received,received,
1788860006.681,29.1,1,47.39842870,8.54485830,7.976,50.879,-83.236,7.976,11.751,58.0,LOITER,active,1,1,192,,-63.644,-65.595,,56.356,54.405,,received,received
1788860006.681,29.1,2,47.39730550,8.54629560,13.030,-73.878,9.887,13.030,11.370,59.0,LOITER,active,1,1,192,-63.644,,-62.856,56.356,,57.144,received,,received
1788860006.681,29.1,3,47.39841320,8.54750470,17.728,48.651,85.210,17.728,11.790,59.0,LOITER,active,1,1,192,-65.595,-62.856,,54.405,57.144,,received,received,
1788860007.712,30.1,1,47.39845670,8.54481210,7.970,53.997,-86.718,7.970,11.784,58.0,LOITER,active,1,1,198,,-64.243,-66.002,,55.757,53.998,,received,received
1788860007.712,30.1,2,47.39726590,8.54631640,12.991,-78.283,11.453,12.991,11.968,59.0,LOITER,active,1,1,198,-64.243,,-63.370,55.757,,56.630,received,,received
1788860007.712,30.1,3,47.39843860,8.54755490,17.738,52.140,89.896,17.704,11.828,59.0,LOITER,active,1,1,198,-66.002,-63.370,,53.998,56.630,,received,received,
1788860008.761,31.1,1,47.39849260,8.54475370,7.965,57.985,-91.113,7.965,11.832,56.0,LOITER,active,1,1,204,,-64.767,-66.365,,55.233,53.635,,received,received
1788860008.761,31.1,2,47.39722590,8.54633730,12.961,-82.733,13.025,12.961,11.913,59.0,LOITER,active,1,1,204,-64.767,,-63.838,55.233,,56.162,received,,received
1788860008.761,31.1,3,47.39846430,8.54760500,17.750,54.999,93.665,17.715,11.851,58.0,LOITER,active,1,1,204,-66.365,-63.838,,53.635,56.162,,received,received,
1788860009.807,32.2,1,47.39852140,8.54470710,7.973,61.185,-94.617,7.973,11.864,56.0,LOITER,active,1,1,212,,-65.288,-66.718,,54.712,53.282,,received,received
1788860009.807,32.2,2,47.39717690,8.54636380,12.953,-88.184,15.020,12.953,11.707,57.0,LOITER,active,1,1,212,-65.288,,-64.278,54.712,,55.722,received,,received
1788860009.807,32.2,3,47.39849010,8.54765500,17.758,57.874,97.432,17.724,11.867,58.0,LOITER,active,1,1,212,-66.718,-64.278,,53.282,55.722,,dropped,received,
1788860010.857,33.2,1,47.39855010,8.54466040,7.976,64.382,-98.132,7.976,11.879,56.0,LOITER,active,1,1,220,,-65.804,-67.094,,54.196,52.906,,received,received
1788860010.857,33.2,2,47.39713820,8.54638460,12.964,-92.479,16.584,12.964,11.670,57.0,LOITER,active,1,1,220,-65.804,,-64.749,54.196,,55.251,dropped,,received
1788860010.857,33.2,3,47.39852280,8.54771830,17.766,61.502,102.199,17.732,11.889,58.0,LOITER,active,1,1,220,-67.094,-64.749,,52.906,55.251,,received,received,
1788860011.890,34.3,1,47.39858570,8.54460240,7.982,68.339,-102.497,7.982,11.888,55.0,LOITER,active,1,1,226,,-66.274,-67.422,,53.726,52.578,,received,received
1788860011.890,34.3,2,47.39708980,8.54640980,12.971,-97.868,18.483,12.971,11.706,55.0,LOITER,active,1,1,226,-66.274,,-65.160,53.726,,54.840,received,,received
1788860011.890,34.3,3,47.39855490,8.54778090,17.790,65.078,106.911,17.756,11.908,55.0,LOITER,active,1,1,226,-67.422,-65.160,,52.578,54.840,,received,received,
1788860012.933,35.3,1,47.39862180,8.54454320,7.986,72.355,-106.955,7.986,11.905,53.0,LOITER,active,1,1,232,,-66.788,-67.803,,53.212,52.197,,received,received
1788860012.933,35.3,2,47.39703990,8.54643520,12.976,-103.414,20.394,12.976,11.760,55.0,LOITER,active,1,1,232,-66.788,,-65.636,53.212,,54.364,received,,received
1788860012.933,35.3,3,47.39858080,8.54783150,17.807,67.953,110.721,17.773,11.916,55.0,LOITER,active,1,1,232,-67.803,-65.636,,52.197,54.364,,received,received,
1788860013.983,36.4,1,47.39865740,8.54448480,7.988,76.312,-111.347,7.988,11.917,53.0,LOITER,active,1,1,238,,-67.260,-68.154,,52.740,51.846,,received,received
1788860013.983,36.4,2,47.39699040,8.54646040,12.971,-108.919,22.288,12.971,11.807,54.0,LOITER,active,1,1,238,-67.260,,-66.068,52.740,,53.932,received,,received
1788860013.983,36.4,3,47.39861330,8.54789550,17.827,71.571,115.531,17.793,11.926,54.0,LOITER,active,1,1,238,-68.154,-66.068,,51.846,53.932,,received,received,
1788860015.033,37.4,1,47.39869370,8.54442560,7.984,80.346,-115.804,7.984,11.923,53.0,LOITER,active,1,1,244,,-67.752,-68.509,,52.248,51.491,,received,received
1788860015.033,37.4,2,47.39693980,8.54648600,12.971,-114.541,24.216,12.971,11.839,54.0,LOITER,active,1,1,244,-67.752,,-66.510,52.248,,53.490,received,,received
1788860015.033,37.4,3,47.39864540,8.54795830,17.837,75.134,120.259,17.802,11.934,54.0,LOITER,active,1,1,244,-68.509,-66.510,,51.491,53.490,,received,received,
1788860016.060,38.4,1,47.39872260,8.54437860,7.979,83.558,-119.340,7.979,11.931,51.0,LOITER,active,1,1,250,,-68.148,-68.806,,51.852,51.194,,received,received
1788860016.060,38.4,2,47.39689960,8.54650630,12.969,-119.014,25.744,12.969,11.858,52.0,LOITER,active,1,1,250,-68.148,,-66.873,51.852,,53.127,received,,received
1788860016.060,38.4,3,47.39867120,8.54800900,17.848,78.012,124.074,17.813,11.940,52.0,LOITER,active,1,1,250,-68.806,-66.873,,51.194,53.127,,received,received,
1788860017.107,39.5,1,47.39875830,8.54432020,7.969,87.528,-123.734,7.969,11.939,51.0,LOITER,active,1,1,256,,-68.583,-69.143,,51.417,50.857,,received,received
1788860017.107,39.5,2,47.39684970,8.54653160,12.964,-124.559,27.647,12.964,11.806,52.0,LOITER,active,1,1,256,-68.583,,-67.289,51.417,,52.711,received,,received
1788860017.107,39.5,3,47.39871010,8.54808500,17.866,81.637,128.880,17.866,11.946,52.0,LOITER,active,1,1,256,-69.143,-67.289,,50.857,52.711,,received,received,
1788860018.139,40.5,1,47.39879440,8.54426070,7.966,91.548,-128.216,7.966,11.944,51.0,LOITER,active,1,1,264,,-69.016,-69.467,,50.984,50.533,,dropped,received
1788860018.139,40.5,2,47.39680080,8.54655670,12.950,-129.999,29.542,12.950,11.049,51.0,LOITER,active,1,1,264,-69.016,,-67.685,50.984,,52.315,received,,received
1788860018.139,40.5,3,47.39873590,8.54813560,17.876,85.206,133.604,17.841,11.946,51.0,LOITER,active,1,1,264,-69.467,-67.685,,50.533,52.315,,received,dropped,
1788860019.190,41.6,1,47.39883060,8.54420300,7.970,95.562,-132.565,7.970,11.939,51.0,LOITER,active,1,1,270,,-69.388,-69.771,,50.612,50.229,,received,received
1788860019.190,41.6,2,47.39676530,8.54657570,12.947,-133.953,30.971,12.947,10.386,51.0,LOITER,active,1,1,270,-69.388,,-68.041,50.612,,51.959,received,,received
1788860019.190,41.6,3,47.39876870,8.54819920,17.879,88.851,138.388,17.845,11.950,51.0,LOITER,active,1,1,270,-69.771,-68.041,,50.229,51.959,,received,received,
1788860020.230,42.6,1,47.39886860,8.54414660,7.970,99.788,-136.807,7.970,11.931,51.0,LOITER,active,1,1,278,,-69.767,-70.069,,50.233,49.931,,received,dropped
1788860020.230,42.6,2,47.39672230,8.54660080,12.997,-138.739,32.857,12.997,10.684,51.0,LOITER,active,1,1,278,-69.767,,-68.387,50.233,,51.613,received,,received
1788860020.230,42.6,3,47.39880180,8.54826070,17.892,92.537,143.018,17.858,11.952,50.0,LOITER,active,1,1,278,-70.069,-68.387,,49.931,51.613,,received,received,
1788860021.279,43.6,1,47.39890560,8.54409050,7.979,103.907,-141.026,7.979,11.940,51.0,LOITER,active,1,1,284,,-70.144,-70.362,,49.856,49.638,,received,received
1788860021.279,43.6,2,47.39667400,8.54662890,13.038,-145.181,35.390,12.953,11.990,51.0,LOITER,active,1,1,284,-70.144,,-68.733,49.856,,51.267,received,,received
1788860021.279,43.6,3,47.39883550,8.54832330,17.901,96.277,147.732,17.866,11.957,50.0,LOITER,active,1,1,284,-70.362,-68.733,,49.638,51.267,,received,received,
1788860022.319,44.7,1,47.39894300,8.54403300,7.984,108.068,-145.360,7.984,11.952,51.0,LOITER,active,1,1,294,,-70.509,-70.645,,49.491,49.355,,received,received
1788860022.319,44.7,2,47.39662290,8.54665830,12.994,-149.776,37.183,12.994,12.184,51.0,LOITER,active,1,1,294,-70.509,,-69.081,49.491,,50.919,received,,received
1788860022.319,44.7,3,47.39886840,8.54838520,17.901,99.943,152.389,17.866,11.963,51.0,LOITER,active,1,1,294,-70.645,-69.081,,49.355,50.919,,received,dropped,
1788860023.360,45.7,1,47.39897290,8.54398730,7.982,112.184,-149.622,7.931,11.962,51.0,LOITER,active,1,1,300,,-70.866,-70.916,,49.134,49.084,,received,received
1788860023.360,45.7,2,47.39657210,8.54668820,12.973,-155.430,39.434,12.973,11.966,51.0,LOITER,active,1,1,300,-70.866,,-69.411,49.134,,50.589,received,,received
1788860023.360,45.7,3,47.39890190,8.54844850,17.902,103.662,157.153,17.867,11.975,51.0,LOITER,active,1,1,300,-70.916,-69.411,,49.084,50.589,,received,received,
1788860024.403,46.8,1,47.39901000,8.54393080,7.980,115.513,-153.048,7.980,11.964,51.0,LOITER,active,1,1,308,,-71.220,-71.183,,48.780,48.817,,received,received
1788860024.403,46.8,2,47.39652300,8.54671670,12.973,-160.890,41.580,12.973,11.862,51.0,LOITER,active,1,1,308,-71.220,,-69.733,48.780,,50.267,received,,received
1788860024.403,46.8,3,47.39893480,8.54851080,17.905,107.319,161.841,17.870,11.976,51.0,LOITER,active,1,1,308,-71.183,-69.733,,48.817,50.267,,received,dropped,
1788860025.449,47.8,1,47.39904780,8.54387340,7.975,120.517,-158.191,7.923,11.973,51.0,LOITER,active,1,1,314,,-71.547,-71.444,,48.453,48.556,,received,received
1788860025.449,47.8,2,47.39647300,8.54674510,12.977,-166.448,43.718,12.977,11.876,51.0,LOITER,active,1,1,314,-71.547,,-70.046,48.453,,49.954,received,,received
1788860025.449,47.8,3,47.39896840,8.54857380,17.908,111.060,166.585,17.873,11.977,50.0,LOITER,active,1,1,314,-71.444,-70.046,,48.556,49.954,,received,received,
1788860026.498,48.9,1,47.39909280,8.54380510,7.976,124.722,-162.508,7.976,11.972,51.0,LOITER,active,1,1,320,,-71.877,-71.706,,48.123,48.294,,received,received
1788860026.498,48.9,2,47.39642350,8.54677300,12.973,-171.948,45.815,12.973,11.909,51.0,LOITER,active,1,1,320,-71.877,,-70.357,48.123,,49.643,received,,received
1788860026.498,48.9,3,47.39900160,8.54863560,17.919,114.749,171.237,17.885,11.974,51.0,LOITER,active,1,1,320,-71.706,-70.357,,48.294,49.643,,received,received,
1788860027.539,49.9,1,47.39913000,8.54374890,7.984,128.864,-166.743,7.984,11.970,51.0,LOITER,active,1,1,328,,-72.198,-71.952,,47.802,48.048,,received,received
1788860027.539,49.9,2,47.39637320,8.54680160,12.977,-177.548,47.970,12.977,11.931,51.0,LOITER,active,1,1,328,-72.198,,-70.655,47.802,,49.345,dropped,,received
1788860027.539,49.9,3,47.39903520,8.54869870,17.926,118.482,175.985,17.891,11.980,51.0,LOITER,active,1,1,328,-71.952,-70.655,,48.048,49.345,,dropped,received,
1788860028.584,51.0,1,47.39916020,8.54370360,7.990,132.216,-170.149,7.990,11.973,51.0,LOITER,active,1,1,334,,-72.497,-72.194,,47.503,47.806,,received,received
1788860028.584,51.0,2,47.39632370,8.54683010,12.977,-183.054,50.112,12.977,11.938,51.0,LOITER,active,1,1,334,-72.497,,-70.942,47.503,,49.058,received,,received
1788860028.584,51.0,3,47.39906800,8.54876090,17.923,122.134,180.670,17.888,11.980,51.0,LOITER,active,1,1,334,-72.194,-70.942,,47.806,49.058,,received,received,
1788860029.628,52.0,1,47.39919810,8.54364660,7.984,136.435,-174.440,7.984,11.971,51.0,LOITER,active,1,1,340,,-72.788,-72.426,,47.212,47.574,,received,received
1788860029.628,52.0,2,47.39627330,8.54685910,12.980,-188.653,52.296,12.980,11.947,51.0,LOITER,active,1,1,340,-72.788,,-71.217,47.212,,48.783,received,,received
1788860029.628,52.0,3,47.39910140,8.54882410,17.922,125.850,185.422,17.887,11.981,50.0,LOITER,active,1,1,340,-72.426,-71.217,,47.574,48.783,,received,received,
1788860030.674,53.0,1,47.39923530,8.54359020,7.983,140.573,-178.684,7.983,11.976,51.0,LOITER,active,1,1,346,,-73.082,-72.658,,46.918,47.342,,received,received
1788860030.674,53.0,2,47.39622370,8.54688760,12.986,-194.170,54.438,12.986,11.951,51.0,LOITER,active,1,1,346,-73.082,,-71.489,46.918,,48.511,received,,received
