timestamp,elapsed_s,drone_id,latitude,longitude,altitude_m,x_m,y_m,z_m,velocity_m_s,battery_percent,mode,status,armed,peer_positions_sent,recent_lora_packets,rssi_to_drone1_dbm,rssi_to_drone2_dbm,rssi_to_drone3_dbm,snr_to_drone1_db,snr_to_drone2_db,snr_to_drone3_db,link_status_to_drone1,link_status_to_drone2,link_status_to_drone3
1788860030.674,53.0,3,47.39913450,8.54888600,17.922,129.531,190.085,17.887,11.986,51.0,LOITER,active,1,1,346,-72.658,-71.489,,47.342,48.511,,received,received,
1788860031.714,54.1,1,47.39927320,8.54353280,7.991,144.782,-183.005,7.991,11.981,51.0,LOITER,active,1,1,354,,-73.368,-72.888,,46.632,47.112,,received,received
1788860031.714,54.1,2,47.39617320,8.54691660,12.984,-199.778,56.627,12.984,11.960,51.0,LOITER,active,1,1,354,-73.368,,-71.763,46.632,,48.237,received,,received
1788860031.714,54.1,3,47.39916820,8.54894910,17.920,133.273,194.831,17.885,11.993,51.0,LOITER,active,1,1,354,-72.888,-71.763,,47.112,48.237,,dropped,received,
1788860032.764,55.1,1,47.39931040,8.54347630,7.993,148.920,-187.257,7.993,11.979,51.0,LOITER,active,1,1,360,,-73.637,-73.109,,46.363,46.891,,received,received
1788860032.764,55.1,2,47.39612350,8.54694530,12.978,-205.305,58.783,12.978,11.969,51.0,LOITER,active,1,1,360,-73.637,,-72.023,46.363,,47.977,received,,received
1788860032.764,55.1,3,47.39920120,8.54901110,17.927,136.946,199.501,17.892,11.990,51.0,LOITER,active,1,1,360,-73.109,-72.023,,46.891,47.977,,received,received,
1788860033.817,56.2,1,47.39934810,8.54341880,7.992,153.112,-191.587,7.992,11.983,51.0,LOITER,active,1,1,367,,-73.887,-73.315,,46.113,46.685,,dropped,dropped
1788860033.817,56.2,2,47.39607310,8.54697410,12.985,-210.913,60.953,12.985,11.962,51.0,LOITER,active,1,1,367,-73.887,,-72.262,46.113,,47.738,received,,received
1788860033.817,56.2,3,47.39922770,8.54906110,17.936,139.897,203.263,17.902,11.984,50.0,LOITER,active,1,1,367,-73.315,-72.262,,46.685,47.738,,received,received,
1788860034.859,57.2,1,47.39938530,8.54336220,7.989,157.249,-195.842,7.989,11.985,51.0,LOITER,active,1,1,373,,-74.131,-73.513,,45.869,46.487,,received,received
1788860034.859,57.2,2,47.39602340,8.54700240,12.986,-216.440,63.084,12.986,11.969,51.0,LOITER,active,1,1,373,-74.131,,-72.494,45.869,,47.506,received,,received
1788860034.859,57.2,3,47.39926110,8.54912410,17.949,143.610,208.004,17.914,11.983,51.0,LOITER,active,1,1,373,-73.513,-72.494,,46.487,47.506,,received,received,
1788860035.979,58.3,1,47.39940030,8.54333950,7.987,158.919,-197.552,7.987,11.983,51.0,LOITER,active,1,1,379,,-74.369,-73.705,,45.631,46.295,,received,received
1788860035.979,58.3,2,47.39600330,8.54701390,12.987,-218.671,63.947,12.987,11.973,51.0,LOITER,active,1,1,379,-74.369,,-72.716,45.631,,47.284,received,,received
1788860035.979,58.3,3,47.39928080,8.54916120,17.954,145.793,210.794,17.919,11.987,51.0,LOITER,active,1,1,379,-73.705,-72.716,,46.295,47.284,,received,received,
1788860036.977,59.3,1,47.39943030,8.54329410,7.981,162.253,-200.967,7.981,11.976,51.0,LOITER,active,1,1,385,,-74.481,-73.801,,45.519,46.199,,received,received
1788860036.977,59.3,2,47.39596320,8.54703690,12.994,-223.136,65.677,12.994,11.972,51.0,LOITER,active,1,1,385,-74.481,,-72.830,45.519,,47.170,received,,received
1788860036.977,59.3,3,47.39930730,8.54921130,17.956,148.744,214.566,17.921,11.989,51.0,LOITER,active,1,1,385,-73.801,-72.830,,46.199,47.170,,received,received,
1788860038.057,60.4,1,47.39946020,8.54324870,7.981,165.581,-204.387,7.981,11.977,51.0,LOITER,active,1,1,393,,-74.702,-73.983,,45.298,46.017,,received,received
1788860038.057,60.4,2,47.39593290,8.54705410,12.991,-227.555,67.383,12.910,11.667,51.0,LOITER,active,1,1,393,-74.702,,-73.041,45.298,,46.959,received,,received
1788860038.057,60.4,3,47.39932750,8.54924930,17.957,150.990,217.428,17.922,11.989,51.0,LOITER,active,1,1,393,-73.983,-73.041,,46.017,46.959,,dropped,received,
1788860039.146,61.5,1,47.39947520,8.54322590,7.983,167.244,-206.099,7.983,11.978,51.0,LOITER,active,1,1,403,,-74.799,-74.081,,45.201,45.919,,received,received
1788860039.146,61.5,2,47.39590440,8.54707050,12.985,-229.682,68.210,12.985,11.288,51.0,LOITER,active,1,1,403,-74.799,,-73.128,45.201,,46.872,received,,received
1788860039.146,61.5,3,47.39934720,8.54928620,17.958,152.470,219.306,17.958,11.987,50.0,LOITER,active,1,1,403,-74.081,-73.128,,45.919,46.872,,received,dropped,
1788860040.039,62.4,1,47.39949810,8.54319150,7.985,169.787,-208.692,7.985,11.982,51.0,LOITER,active,1,1,409,,-74.962,-74.204,,45.038,45.796,,received,received
1788860040.039,62.4,2,47.39587690,8.54708660,12.978,-232.746,69.426,12.978,10.755,51.0,LOITER,active,1,1,409,-74.962,,-73.292,45.038,,46.708,received,,received
1788860040.039,62.4,3,47.39936750,8.54932400,17.957,154.667,222.077,17.957,11.984,50.0,LOITER,active,1,1,409,-74.204,-73.292,,45.796,46.708,,received,received,
1788860041.090,63.5,1,47.39952850,8.54314650,7.985,173.165,-212.080,7.985,11.984,51.0,LOITER,active,1,1,415,,-75.135,-74.349,,44.865,45.651,,received,received
1788860041.090,63.5,2,47.39584190,8.54710820,12.997,-236.636,71.049,12.997,10.713,51.0,LOITER,active,1,1,415,-75.135,,-73.454,44.865,,46.546,received,,received
1788860041.090,63.5,3,47.39939450,8.54937360,17.956,158.439,226.778,17.921,11.986,51.0,LOITER,active,1,1,415,-74.349,-73.454,,45.651,46.546,,received,received,
1788860042.132,64.5,1,47.39956610,8.54309060,7.985,177.348,-216.289,7.985,11.986,51.0,LOITER,active,1,1,423,,-75.323,-74.513,,44.677,45.487,,dropped,received
1788860042.132,64.5,2,47.39579580,8.54713660,13.042,-241.747,73.180,13.042,11.636,51.0,LOITER,active,1,1,423,-75.323,,-73.631,44.677,,46.369,received,,received
1788860042.132,64.5,3,47.39942130,8.54942330,17.953,161.428,230.521,17.917,11.991,51.0,LOITER,active,1,1,423,-74.513,-73.631,,45.487,46.369,,received,received,
1788860043.183,65.6,1,47.39959630,8.54304530,7.986,180.712,-219.696,7.986,11.990,51.0,LOITER,active,1,1,429,,-75.523,-74.686,,44.477,45.314,,received,received
1788860043.183,65.6,2,47.39575520,8.54716050,13.006,-246.259,74.980,13.006,12.181,50.0,LOITER,active,1,1,429,-75.523,,-73.828,44.477,,46.172,received,,received
1788860043.183,65.6,3,47.39945450,8.54948510,17.950,165.117,235.176,17.915,11.991,51.0,LOITER,active,1,1,429,-74.686,-73.828,,45.314,46.172,,received,received,
1788860044.241,66.6,1,47.39962650,8.54299990,7.985,184.073,-223.114,7.985,11.994,51.0,LOITER,active,1,1,437,,-75.716,-74.844,,44.284,45.156,,received,received
1788860044.241,66.6,2,47.39571430,8.54718470,12.977,-250.804,76.801,12.977,12.122,51.0,LOITER,active,1,1,437,-75.716,,-74.013,44.284,,45.987,received,,dropped
1788860044.241,66.6,3,47.39947480,8.54952310,17.954,167.376,238.032,17.919,11.991,50.0,LOITER,active,1,1,437,-74.844,-74.013,,45.156,45.987,,received,received,
1788860045.243,67.6,1,47.39965680,8.54295460,7.985,187.440,-226.520,7.985,11.993,51.0,LOITER,active,1,1,443,,-75.878,-74.976,,44.122,45.024,,received,received
1788860045.243,67.6,2,47.39567440,8.54720860,12.964,-255.251,78.603,12.964,11.988,51.0,LOITER,active,1,1,443,-75.878,,-74.165,44.122,,45.835,received,,received
1788860045.243,67.6,3,47.39950810,8.54958500,17.962,171.069,242.692,17.928,11.996,50.0,LOITER,active,1,1,443,-74.976,-74.165,,45.024,45.835,,received,received,
1788860046.288,68.7,1,47.39969510,8.54289790,7.988,191.697,-230.790,7.988,11.990,51.0,LOITER,active,1,1,450,,-76.072,-75.137,,43.928,44.863,,dropped,dropped
1788860046.288,68.7,2,47.39563480,8.54723220,12.964,-260.804,80.840,12.885,11.928,51.0,LOITER,active,1,1,450,-76.072,,-74.350,43.928,,45.650,received,,received
1788860046.288,68.7,3,47.39953480,8.54963490,17.965,174.040,246.451,17.930,11.993,51.0,LOITER,active,1,1,450,-75.137,-74.350,,44.863,45.650,,received,received,
1788860047.337,69.7,1,47.39972540,8.54285280,7.986,195.069,-234.182,7.986,11.988,51.0,LOITER,active,1,1,456,,-76.261,-75.299,,43.739,44.701,,received,received
1788860047.337,69.7,2,47.39558460,8.54726150,12.971,-265.235,82.589,12.971,11.940,51.0,LOITER,active,1,1,456,-76.261,,-74.535,43.739,,45.465,received,,received
1788860047.337,69.7,3,47.39956850,8.54969790,17.967,177.793,251.191,17.932,11.999,51.0,LOITER,active,1,1,456,-75.299,-74.535,,44.701,45.465,,received,received,
1788860048.387,70.8,1,47.39975570,8.54280790,7.983,198.440,-237.566,7.983,11.984,51.0,LOITER,active,1,1,464,,-76.446,-75.456,,43.554,44.544,,received,received
1788860048.387,70.8,2,47.39554460,8.54728460,12.978,-269.679,84.326,12.978,11.952,50.0,LOITER,active,1,1,464,-76.446,,-74.715,43.554,,45.285,dropped,,received
1788860048.387,70.8,3,47.39959540,8.54974800,17.968,180.778,254.960,17.933,12.005,51.0,LOITER,active,1,1,464,-75.456,-74.715,,44.544,45.285,,received,received,
1788860049.387,71.8,1,47.39978600,8.54276280,7.984,201.804,-240.953,7.984,11.984,51.0,LOITER,active,1,1,470,,-76.612,-75.594,,43.388,44.406,,received,received
1788860049.387,71.8,2,47.39550460,8.54730770,12.985,-274.131,86.060,12.985,11.963,51.0,LOITER,active,1,1,470,-76.612,,-74.872,43.388,,45.128,received,,received
1788860049.387,71.8,3,47.39961520,8.54978500,17.969,182.989,257.746,17.935,12.004,50.0,LOITER,active,1,1,470,-75.594,-74.872,,44.406,45.128,,received,received,
1788860050.437,72.8,1,47.39981620,8.54271760,7.988,205.164,-244.356,7.988,11.989,50.0,LOITER,active,1,1,478,,-76.759,-75.721,,43.241,44.279,,received,received
1788860050.437,72.8,2,47.39546460,8.54733080,12.984,-278.577,87.801,12.984,11.966,51.0,LOITER,active,1,1,478,-76.759,,-75.019,43.241,,44.981,received,,dropped
1788860050.437,72.8,3,47.39964910,8.54984790,17.971,186.753,262.479,17.937,11.997,50.0,LOITER,active,1,1,478,-75.721,-75.019,,44.279,44.981,,received,received,
1788860051.492,73.9,1,47.39985370,8.54266160,7.992,209.328,-248.572,7.992,11.987,51.0,LOITER,active,1,1,486,,-76.936,-75.872,,43.064,44.128,,received,received
1788860051.492,73.9,2,47.39541500,8.54735970,12.982,-284.085,89.974,12.982,11.971,51.0,LOITER,active,1,1,486,-76.936,,-75.191,43.064,,44.809,received,,received
1788860051.492,73.9,3,47.39967590,8.54989760,17.972,189.738,266.220,17.937,11.991,51.0,LOITER,active,1,1,486,-75.872,-75.191,,44.128,44.809,,received,dropped,
1788860052.532,74.9,1,47.39989170,8.54260470,7.991,213.562,-252.854,7.991,11.989,51.0,LOITER,active,1,1,494,,-77.118,-76.024,,42.882,43.976,,received,dropped
1788860052.532,74.9,2,47.39537510,8.54738290,12.978,-288.527,91.726,12.978,11.972,51.0,LOITER,active,1,1,494,-77.118,,-75.362,42.882,,44.638,received,,received
1788860052.532,74.9,3,47.39970920,8.54995920,17.966,193.438,270.857,17.931,11.991,51.0,LOITER,active,1,1,494,-76.024,-75.362,,43.976,44.638,,received,received,
1788860053.585,76.0,1,47.39992200,8.54255950,7.993,216.925,-256.257,7.993,11.993,51.0,LOITER,active,1,1,500,,-77.450,-76.310,,42.550,43.690,,received,received
1788860053.585,76.0,2,47.39532470,8.54741220,12.980,-294.127,93.928,12.980,11.975,51.0,LOITER,active,1,1,500,-77.450,,-75.689,42.550,,44.311,dropped,,dropped
1788860053.585,76.0,3,47.39973600,8.55000900,17.971,196.419,274.604,17.937,11.994,50.0,LOITER,active,1,1,500,-76.310,-75.689,,43.690,44.311,,received,received,
1788860054.630,77.0,1,47.39995220,8.54251430,7.992,220.290,-259.656,7.992,11.994,51.0,LOITER,active,1,1,515,,-77.623,-76.455,,42.377,43.545,,received,received
1788860054.630,77.0,2,47.39528470,8.54743550,12.985,-298.574,95.682,12.985,11.978,51.0,LOITER,active,1,1,515,-77.623,,-75.852,42.377,,44.148,received,,received
1788860054.630,77.0,3,47.39976980,8.55007180,17.972,200.178,279.332,17.937,11.998,50.0,LOITER,active,1,1,515,-76.455,-75.852,,43.545,44.148,,received,received,
1788860055.638,78.0,1,47.39998250,8.54246920,7.985,223.658,-263.055,7.985,11.995,50.0,LOITER,active,1,1,515,,-77.623,-76.455,,42.377,43.545,,received,received
1788860055.638,78.0,2,47.39525520,8.54745280,12.991,-301.863,96.988,12.991,11.980,51.0,LOITER,active,1,1,515,-77.623,,-75.852,42.377,,44.148,received,,received
1788860055.638,78.0,3,47.39978960,8.55010870,17.973,202.382,282.111,17.938,11.997,51.0,LOITER,active,1,1,515,-76.455,-75.852,,43.545,44.148,,received,received,
1788860056.684,79.1,1,47.40001280,8.54242410,7.985,227.023,-266.450,7.985,11.992,51.0,LOITER,active,1,1,521,,-77.749,-76.564,,42.251,43.436,,received,received
1788860056.684,79.1,2,47.39520490,8.54748260,12.997,-307.448,99.225,12.997,11.976,51.0,LOITER,active,1,1,521,-77.749,,-75.976,42.251,,44.024,received,,received
1788860056.684,79.1,3,47.39982330,8.55017150,17.979,206.130,286.836,17.944,11.993,51.0,LOITER,active,1,1,521,-76.564,-75.976,,43.436,44.024,,received,received,
1788860057.725,80.1,1,47.40005030,8.54236810,7.995,231.193,-270.661,7.995,11.990,51.0,LOITER,active,1,1,531,,-77.917,-76.708,,42.083,43.292,,received,received
1788860057.725,80.1,2,47.39515550,8.54751180,12.992,-312.950,101.429,12.992,11.983,50.0,LOITER,active,1,1,531,-77.917,,-76.137,42.083,,43.863,dropped,,dropped
1788860057.725,80.1,3,47.39985660,8.55023340,17.980,209.109,290.591,17.980,11.997,51.0,LOITER,active,1,1,531,-76.708,-76.137,,43.292,43.863,,dropped,received,
1788860058.777,81.1,1,47.40008840,8.54231130,7.990,235.430,-274.938,7.990,11.905,51.0,LOITER,active,1,1,546,,-78.246,-76.996,,41.754,43.004,,received,received
1788860058.777,81.1,2,47.39510510,8.54754120,12.987,-318.548,103.641,12.987,11.896,51.0,LOITER,active,1,1,546,-78.246,,-76.461,41.754,,43.539,received,,received
1788860058.777,81.1,3,47.39988330,8.55028340,17.970,212.800,295.256,17.934,11.958,50.0,LOITER,active,1,1,546,-76.996,-76.461,,43.004,43.539,,received,received,
1788860059.830,82.2,1,47.40012390,8.54225820,7.998,239.384,-278.943,7.998,10.718,50.0,LOITER,active,1,1,552,,-78.411,-77.138,,41.589,42.862,,received,received
1788860059.830,82.2,2,47.39505760,8.54756740,12.990,-323.840,105.617,12.990,10.885,51.0,LOITER,active,1,1,552,-78.411,,-76.624,41.589,,43.376,received,,received
1788860059.830,82.2,3,47.39991570,8.55034420,17.975,216.387,299.818,17.941,10.949,50.0,LOITER,active,1,1,552,-77.138,-76.624,,42.862,43.376,,received,received,
1788860060.887,83.3,1,47.40014240,8.54223010,8.005,241.457,-281.064,8.005,9.314,51.0,LOITER,active,1,1,558,,-78.501,-77.215,,41.499,42.785,,received,received
1788860060.887,83.3,2,47.39503150,8.54758090,12.990,-326.750,106.639,12.990,9.798,51.0,LOITER,active,1,1,558,-78.501,,-76.712,41.499,,43.288,received,,received
1788860060.887,83.3,3,47.39993770,8.55038590,17.985,218.226,302.181,17.985,9.725,51.0,LOITER,active,1,1,558,-77.215,-76.712,,42.785,43.288,,received,received,
1788860061.909,84.3,1,47.40015750,8.54220710,7.996,243.146,-282.806,7.996,7.829,51.0,LOITER,active,1,1,566,,-78.574,-77.277,,41.426,42.723,,dropped,received
1788860061.909,84.3,2,47.39500890,8.54759240,12.980,-329.269,107.505,12.980,8.681,51.0,LOITER,active,1,1,566,-78.574,,-76.785,41.426,,43.215,received,,received
1788860061.909,84.3,3,47.39994720,8.55040360,17.979,219.865,304.254,17.944,8.345,51.0,LOITER,active,1,1,566,-77.277,-76.785,,42.723,43.215,,received,received,
1788860062.930,85.3,1,47.40017360,8.54218220,7.984,244.943,-284.689,7.984,5.929,51.0,LOITER,active,1,1,572,,-78.646,-77.337,,41.354,42.663,,received,received
1788860062.930,85.3,2,47.39498850,8.54760250,12.974,-332.201,108.488,12.894,7.248,50.0,LOITER,active,1,1,572,-78.646,,-76.861,41.354,,43.139,received,,received
1788860062.930,85.3,3,47.39996360,8.55043330,17.971,221.677,306.468,17.936,6.624,51.0,LOITER,active,1,1,572,-77.337,-76.861,,42.663,43.139,,received,received,
1788860063.940,86.3,1,47.40018290,8.54216750,7.987,245.987,-285.801,7.987,4.615,51.0,LOITER,active,1,1,578,,-78.706,-77.386,,41.294,42.614,,received,received
1788860063.940,86.3,2,47.39496560,8.54761370,12.974,-334.100,109.116,12.974,6.241,51.0,LOITER,active,1,1,578,-78.706,,-76.927,41.294,,43.073,received,,received
1788860063.940,86.3,3,47.39997670,8.55045640,17.980,223.119,308.184,17.946,5.058,50.0,LOITER,active,1,1,578,-77.386,-76.927,,42.614,43.073,,received,received,
1788860065.139,87.5,1,47.40019190,8.54215350,8.003,246.994,-286.866,8.003,2.990,51.0,LOITER,active,1,1,585,,-78.749,-77.418,,41.251,42.582,,received,received
1788860065.139,87.5,2,47.39495140,8.54762080,12.980,-336.194,109.826,12.903,4.988,51.0,LOITER,active,1,1,585,-78.749,,-76.973,41.251,,43.027,received,,received
1788860065.139,87.5,3,47.39998440,8.55046960,17.993,223.959,309.169,17.959,3.956,50.0,LOITER,active,1,1,585,-77.418,-76.973,,42.582,43.027,,dropped,dropped,
