timestamp,elapsed_s,drone_id,latitude,longitude,altitude_m,x_m,y_m,z_m,velocity_m_s,battery_percent,mode,status,armed,peer_positions_sent,recent_lora_packets,rssi_to_drone1_dbm,rssi_to_drone2_dbm,rssi_to_drone3_dbm,snr_to_drone1_db,snr_to_drone2_db,snr_to_drone3_db,link_status_to_drone1,link_status_to_drone2,link_status_to_drone3
1788859558.396,63.4,2,47.39573980,8.54717030,13.062,-248.143,75.790,12.981,10.786,51.0,LOITER,active,1,1,421,-75.855,,-74.205,44.145,,45.795,received,,dropped
1788859558.396,63.4,3,47.39951170,8.54959730,17.976,171.298,243.387,17.976,11.991,51.0,LOITER,active,1,1,421,-75.104,-74.205,,44.896,45.795,,received,received,
1788859559.443,64.4,1,47.39969120,8.54289930,7.981,191.170,-230.613,7.981,12.013,51.0,LOITER,active,1,1,427,,-76.073,-75.284,,43.927,44.716,,received,received
1788859559.443,64.4,2,47.39568060,8.54720630,13.021,-254.740,78.505,12.939,12.185,51.0,LOITER,active,1,1,427,-76.073,,-74.411,43.927,,45.589,received,,received
1788859559.443,64.4,3,47.39954550,8.54966010,17.979,175.769,249.015,17.939,11.993,50.0,LOITER,active,1,1,427,-75.284,-74.411,,44.716,45.589,,received,received,
1788859560.481,65.5,1,47.39972950,8.54284280,7.985,195.364,-234.791,7.985,11.969,51.0,LOITER,active,1,1,434,,-76.300,-75.468,,43.700,44.532,,dropped,dropped
1788859560.481,65.5,2,47.39562990,8.54723750,12.976,-260.464,80.886,12.894,12.116,51.0,LOITER,active,1,1,434,-76.300,,-74.627,43.700,,45.373,received,,received
1788859560.481,65.5,3,47.39958570,8.54973490,17.988,179.470,253.670,17.988,11.996,51.0,LOITER,active,1,1,434,-75.468,-74.627,,44.532,45.373,,received,received,
1788859561.536,66.5,1,47.39976700,8.54278730,7.982,200.410,-239.852,7.915,11.964,51.0,LOITER,active,1,1,440,,-76.519,-75.650,,43.481,44.350,,received,received
1788859561.536,66.5,2,47.39558000,8.54726750,12.970,-265.915,83.104,12.889,11.846,51.0,LOITER,active,1,1,440,-76.519,,-74.835,43.481,,45.165,received,,received
1788859561.536,66.5,3,47.39961890,8.54979670,17.991,183.222,258.400,17.991,11.994,51.0,LOITER,active,1,1,440,-75.650,-74.835,,44.350,45.165,,received,received,
1788859562.590,67.6,1,47.39979000,8.54275320,7.980,202.091,-241.539,7.980,11.966,51.0,LOITER,active,1,1,448,,-76.643,-75.754,,43.357,44.246,,received,received
1788859562.590,67.6,2,47.39555110,8.54728430,12.977,-269.220,84.404,12.896,11.794,51.0,LOITER,active,1,1,448,-76.643,,-74.955,43.357,,45.045,dropped,,received
1788859562.590,67.6,3,47.39963930,8.54983470,17.991,185.432,261.182,17.991,11.998,51.0,LOITER,active,1,1,448,-75.754,-74.955,,44.246,45.045,,received,received,
1788859563.594,68.6,1,47.39982750,8.54269750,7.982,206.326,-245.801,7.982,11.974,51.0,LOITER,active,1,1,454,,-76.810,-75.896,,43.190,44.104,,received,received
1788859563.594,68.6,2,47.39551170,8.54730660,12.987,-273.598,86.084,12.905,11.828,51.0,LOITER,active,1,1,454,-76.810,,-75.117,43.190,,44.883,received,,received
1788859563.594,68.6,3,47.39966620,8.54988470,17.989,188.422,264.946,17.989,12.004,51.0,LOITER,active,1,1,454,-75.896,-75.117,,44.104,44.883,,received,received,
1788859564.595,69.6,1,47.39985770,8.54265230,7.985,209.685,-249.196,7.985,11.979,51.0,LOITER,active,1,1,462,,-76.994,-76.052,,43.006,43.948,,received,received
1788859564.595,69.6,2,47.39546180,8.54733490,12.985,-279.064,88.178,12.904,11.887,51.0,LOITER,active,1,1,462,-76.994,,-75.296,43.006,,44.704,received,,dropped
1788859564.595,69.6,3,47.39969960,8.54994670,17.992,192.193,269.683,17.992,12.001,50.0,LOITER,active,1,1,462,-76.052,-75.296,,43.948,44.704,,received,received,
1788859565.607,70.6,1,47.39987270,8.54262980,7.987,211.363,-250.891,7.987,11.979,51.0,LOITER,active,1,1,470,,-77.088,-76.131,,42.912,43.869,,received,received
1788859565.607,70.6,2,47.39544190,8.54734620,12.985,-280.213,88.621,12.985,11.896,51.0,LOITER,active,1,1,470,-77.088,,-75.387,42.912,,44.613,received,,received
1788859565.607,70.6,3,47.39970660,8.54995960,17.992,192.911,270.583,17.992,12.000,51.0,LOITER,active,1,1,470,-76.131,-75.387,,43.869,44.613,,received,dropped,
1788859566.613,71.6,1,47.39988790,8.54260730,7.989,213.851,-253.399,7.922,11.979,51.0,LOITER,active,1,1,478,,-77.166,-76.197,,42.834,43.803,,received,dropped
1788859566.613,71.6,2,47.39542200,8.54735760,12.984,-283.489,89.888,12.902,11.916,51.0,LOITER,active,1,1,478,-77.166,,-75.463,42.834,,44.537,received,,received
1788859566.613,71.6,3,47.39972650,8.54999640,17.994,195.184,273.429,17.994,11.995,51.0,LOITER,active,1,1,478,-76.197,-75.463,,43.803,44.537,,received,received,
1788859567.664,72.7,1,47.39992600,8.54255060,7.990,218.088,-257.671,7.923,11.983,51.0,LOITER,active,1,1,484,,-77.357,-76.356,,42.643,43.644,,received,received
1788859567.664,72.7,2,47.39537260,8.54738590,12.976,-289.070,92.052,12.895,11.932,50.0,LOITER,active,1,1,484,-77.357,,-75.645,42.643,,44.355,received,,received
1788859567.664,72.7,3,47.39976040,8.55005890,17.992,198.893,278.058,17.992,11.989,51.0,LOITER,active,1,1,484,-76.356,-75.645,,43.644,44.355,,received,received,
1788859568.704,73.7,1,47.39996350,8.54249460,7.993,221.454,-261.064,7.993,11.987,51.0,LOITER,active,1,1,493,,-77.539,-76.512,,42.461,43.488,,received,received
1788859568.704,73.7,2,47.39532240,8.54741480,12.977,-294.566,94.193,12.895,11.942,51.0,LOITER,active,1,1,493,-77.539,,-75.824,42.461,,44.176,dropped,,dropped
1788859568.704,73.7,3,47.39979370,8.55012050,17.995,202.658,282.769,17.995,11.992,51.0,LOITER,active,1,1,493,-76.512,-75.824,,43.488,44.176,,received,received,
1788859569.759,74.8,1,47.40000900,8.54242710,7.985,226.510,-266.149,7.985,11.989,50.0,LOITER,active,1,1,499,,-77.732,-76.673,,42.268,43.327,,received,received
1788859569.759,74.8,2,47.39527300,8.54744350,12.986,-300.151,96.389,12.905,11.950,51.0,LOITER,active,1,1,499,-77.732,,-76.008,42.268,,43.992,received,,received
1788859569.759,74.8,3,47.39982760,8.55018330,17.994,206.361,287.415,17.994,11.997,50.0,LOITER,active,1,1,499,-76.673,-76.008,,43.327,43.992,,received,received,
1788859570.803,75.8,1,47.40004710,8.54237040,7.985,230.688,-270.351,7.985,11.987,51.0,LOITER,active,1,1,505,,-77.916,-76.832,,42.084,43.168,,received,received
1788859570.803,75.8,2,47.39521330,8.54747850,12.996,-305.635,98.568,12.996,11.950,51.0,LOITER,active,1,1,505,-77.916,,-76.189,42.084,,43.811,received,,received
1788859570.803,75.8,3,47.39986080,8.55024500,17.994,210.122,292.139,17.994,11.997,51.0,LOITER,active,1,1,505,-76.832,-76.189,,43.168,43.811,,received,received,
1788859571.848,76.8,1,47.40008470,8.54231450,7.992,234.930,-274.621,7.992,11.986,51.0,LOITER,active,1,1,515,,-78.103,-76.991,,41.897,43.009,,received,received
1788859571.848,76.8,2,47.39517350,8.54750190,12.992,-311.214,100.790,12.910,11.960,50.0,LOITER,active,1,1,515,-78.103,,-76.369,41.897,,43.631,dropped,,dropped
1788859571.848,76.8,3,47.39989460,8.55030770,18.000,213.817,296.784,18.000,11.993,51.0,LOITER,active,1,1,515,-76.991,-76.369,,43.009,43.631,,dropped,received,
1788859572.900,77.9,1,47.40012290,8.54225770,7.994,239.113,-278.826,7.994,11.990,51.0,LOITER,active,1,1,524,,-78.264,-77.129,,41.736,42.871,,received,received
1788859572.900,77.9,2,47.39512320,8.54753120,12.990,-316.720,102.959,12.909,11.969,51.0,LOITER,active,1,1,524,-78.264,,-76.525,41.736,,43.475,received,,received
1788859572.900,77.9,3,47.39992790,8.55036960,17.998,217.577,301.513,17.998,11.999,51.0,LOITER,active,1,1,524,-77.129,-76.525,,42.871,43.475,,received,dropped,
1788859573.947,78.9,1,47.40016060,8.54220200,7.996,243.366,-283.093,7.996,11.988,50.0,LOITER,active,1,1,530,,-78.439,-77.279,,41.561,42.721,,received,received
1788859573.947,78.9,2,47.39507370,8.54756000,12.998,-322.313,105.158,12.917,11.967,51.0,LOITER,active,1,1,530,-78.439,,-76.694,41.561,,43.306,received,,received
1788859573.947,78.9,3,47.39996170,8.55043250,17.988,221.275,306.172,17.988,12.002,50.0,LOITER,active,1,1,530,-77.279,-76.694,,42.721,43.306,,received,received,
1788859574.999,80.0,1,47.40019880,8.54214530,7.999,247.551,-287.292,7.999,11.988,51.0,LOITER,active,1,1,536,,-78.616,-77.431,,41.384,42.569,,received,received
1788859574.999,80.0,2,47.39501450,8.54759430,12.990,-328.879,107.742,12.909,11.437,51.0,LOITER,active,1,1,536,-78.616,,-76.866,41.384,,43.134,received,,received
1788859574.999,80.0,3,47.39999510,8.55049410,17.993,225.766,311.786,17.953,11.998,51.0,LOITER,active,1,1,536,-77.431,-76.866,,42.569,43.134,,received,received,
1788859576.046,81.0,1,47.40023640,8.54208950,7.996,251.801,-291.556,7.996,11.930,51.0,LOITER,active,1,1,542,,-78.784,-77.581,,41.216,42.419,,received,received
1788859576.046,81.0,2,47.39496940,8.54762060,12.984,-333.800,109.684,12.902,10.125,50.0,LOITER,active,1,1,542,-78.784,,-77.030,41.216,,42.970,received,,received
1788859576.046,81.0,3,47.40003530,8.55056860,17.993,229.527,316.492,17.993,11.907,51.0,LOITER,active,1,1,542,-77.581,-77.030,,42.419,42.970,,received,received,
1788859577.084,82.1,1,47.40027280,8.54203530,7.997,256.567,-296.365,7.934,10.449,51.0,LOITER,active,1,1,550,,-78.935,-77.725,,41.065,42.275,,dropped,received
1788859577.084,82.1,2,47.39493190,8.54764200,12.977,-338.022,111.309,12.895,8.313,51.0,LOITER,active,1,1,550,-78.935,,-77.178,41.065,,42.822,received,,received
1788859577.084,82.1,3,47.40006700,8.55062830,18.008,233.003,320.924,18.008,10.745,51.0,LOITER,active,1,1,550,-77.725,-77.178,,42.275,42.822,,received,received,
1788859578.139,83.1,1,47.40030190,8.54199120,7.998,259.658,-299.542,7.928,8.028,51.0,LOITER,active,1,1,556,,-79.049,-77.836,,40.951,42.164,,received,received
1788859578.139,83.1,2,47.39490100,8.54765910,12.970,-341.385,112.568,12.888,6.602,51.0,LOITER,active,1,1,556,-79.049,,-77.291,40.951,,42.709,received,,received
1788859578.139,83.1,3,47.40009260,8.55067640,18.007,235.916,324.628,18.007,8.536,50.0,LOITER,active,1,1,556,-77.836,-77.291,,42.164,42.709,,received,received,
1788859579.141,84.1,1,47.40032330,8.54195810,7.978,261.510,-301.480,7.978,6.108,51.0,LOITER,active,1,1,562,,-79.139,-77.923,,40.861,42.077,,received,received
1788859579.141,84.1,2,47.39487710,8.54767250,12.982,-344.069,113.586,12.901,4.992,51.0,LOITER,active,1,1,562,-79.139,,-77.382,40.861,,42.618,received,,received
1788859579.141,84.1,3,47.40011340,8.55071250,17.995,238.204,327.327,17.995,6.416,51.0,LOITER,active,1,1,562,-77.923,-77.382,,42.077,42.618,,received,received,
1788859580.167,85.2,1,47.40033260,8.54194350,7.979,262.582,-302.624,7.979,4.772,51.0,LOITER,active,1,1,562,,-79.139,-77.923,,40.861,42.077,,received,received
1788859580.167,85.2,2,47.39486560,8.54767940,12.994,-345.300,114.088,12.913,4.060,51.0,LOITER,active,1,1,562,-79.139,,-77.382,40.861,,42.618,received,,received
1788859580.167,85.2,3,47.40012030,8.55072400,17.996,239.340,328.605,17.957,5.229,51.0,LOITER,active,1,1,562,-77.923,-77.382,,42.077,42.618,,received,received,
