time,source,destination,rssi_dbm,snr_db,packet_received,pdr,latency_ms,drop_reason,condition
1788859446.974,1,2,-39.303,80.697,1,0.800,409.743,,DEGRADED
1788859446.975,1,3,-46.375,73.625,1,0.857,401.378,,NORMAL
1788859446.975,2,1,-39.303,80.697,0,0.800,408.142,channel_loss,DEGRADED
1788859446.975,2,3,-39.298,80.702,1,1.000,405.496,,NORMAL
1788859446.975,3,1,-46.375,73.625,1,1.000,399.638,,NORMAL
1788859446.975,2,3,-39.298,80.702,1,1.000,406.910,,NORMAL
1788859446.975,3,1,-46.375,73.625,1,1.000,399.548,,NORMAL
1788859446.976,3,2,-39.298,80.702,1,1.000,407.766,,NORMAL
1788859447.995,1,2,-39.303,80.697,1,1.000,413.252,,NORMAL
1788859447.996,1,3,-46.377,73.623,1,1.000,396.561,,NORMAL
1788859447.997,2,1,-39.303,80.697,1,0.800,408.524,,DEGRADED
1788859447.997,2,3,-39.303,80.697,1,1.000,397.790,,NORMAL
1788859447.997,3,1,-46.377,73.623,0,0.833,406.565,channel_loss,DEGRADED
1788859447.997,3,2,-39.303,80.697,1,1.000,410.836,,NORMAL
1788859447.998,2,1,-39.303,80.697,1,0.800,398.952,,DEGRADED
1788859447.998,3,2,-39.303,80.697,1,1.000,403.765,,NORMAL
1788859449.185,1,2,-39.317,80.683,1,1.000,404.485,,NORMAL
1788859449.185,1,3,-46.391,73.609,1,1.000,408.611,,NORMAL
1788859449.186,2,1,-39.317,80.683,0,0.667,397.112,channel_loss,DEGRADED
1788859449.186,2,3,-39.317,80.683,1,1.000,401.930,,NORMAL
1788859449.186,3,1,-46.391,73.609,1,0.833,400.117,,DEGRADED
1788859449.186,2,3,-39.317,80.683,1,1.000,404.116,,NORMAL
1788859449.186,3,1,-46.391,73.609,1,0.833,400.715,,DEGRADED
1788859449.187,3,2,-39.317,80.683,1,1.000,413.609,,NORMAL
1788859450.205,1,2,-39.303,80.697,1,1.000,412.371,,NORMAL
1788859450.206,1,3,-46.380,73.620,1,1.000,396.156,,NORMAL
1788859450.206,2,1,-39.303,80.697,0,0.400,411.865,channel_loss,DEGRADED
1788859450.206,2,3,-39.308,80.692,0,0.833,413.671,channel_loss,DEGRADED
1788859450.207,2,3,-39.308,80.692,1,0.857,398.470,,NORMAL
1788859450.207,3,1,-46.380,73.620,1,0.833,399.419,,DEGRADED
1788859450.207,3,2,-39.308,80.692,1,1.000,396.317,,NORMAL
1788859451.237,1,2,-39.303,80.697,1,1.000,414.850,,NORMAL
1788859451.238,1,3,-46.382,73.618,1,1.000,410.826,,NORMAL
1788859451.238,2,1,-39.303,80.697,1,0.600,403.604,,DEGRADED
1788859451.238,2,3,-39.313,80.687,0,0.714,415.053,channel_loss,DEGRADED
1788859451.238,2,1,-39.303,80.697,1,0.667,409.512,,DEGRADED
1788859451.238,1,3,-46.382,73.618,1,1.000,401.078,,NORMAL
1788859451.238,3,1,-46.382,73.618,0,0.600,406.728,channel_loss,DEGRADED
1788859451.238,3,2,-39.313,80.687,1,1.000,410.104,,NORMAL
1788859451.239,2,1,-39.303,80.697,1,0.714,406.828,,DEGRADED
1788859451.239,3,2,-39.313,80.687,1,1.000,412.198,,NORMAL
1788859452.253,1,2,-39.308,80.692,1,1.000,414.360,,NORMAL
1788859452.253,1,3,-46.380,73.620,1,1.000,398.861,,NORMAL
1788859452.254,2,1,-39.308,80.692,1,0.714,408.648,,DEGRADED
1788859452.254,2,3,-39.303,80.697,1,0.667,397.542,,DEGRADED
1788859452.254,3,1,-46.380,73.620,1,0.800,400.068,,DEGRADED
1788859452.254,3,2,-39.303,80.697,1,1.000,407.532,,NORMAL
1788859453.273,1,2,-39.303,80.697,1,1.000,406.817,,NORMAL
1788859453.273,1,3,-46.375,73.625,1,1.000,413.838,,NORMAL
1788859453.273,2,1,-39.303,80.697,1,0.833,409.468,,DEGRADED
1788859453.274,2,3,-39.298,80.702,1,0.667,403.060,,DEGRADED
1788859453.274,3,1,-46.375,73.625,1,0.800,401.144,,DEGRADED
1788859453.274,3,2,-39.298,80.702,1,1.000,410.181,,NORMAL
1788859454.313,1,2,-39.298,80.702,1,1.000,404.310,,NORMAL
1788859454.313,1,3,-46.369,73.631,0,0.833,415.066,channel_loss,DEGRADED
1788859454.313,1,2,-39.298,80.702,1,1.000,399.407,,NORMAL
1788859454.314,2,3,-39.293,80.707,1,0.667,413.809,,DEGRADED
1788859454.314,2,1,-39.298,80.702,1,1.000,412.729,,NORMAL
1788859454.314,2,3,-39.293,80.707,1,0.800,398.299,,DEGRADED
1788859454.314,3,1,-46.369,73.631,1,0.750,409.215,,DEGRADED
1788859454.314,3,2,-39.293,80.707,1,1.000,414.889,,NORMAL
1788859455.353,1,2,-39.298,80.702,1,1.000,395.301,,NORMAL
1788859455.353,1,3,-46.367,73.633,1,0.800,401.132,,DEGRADED
1788859455.353,2,1,-39.298,80.702,1,1.000,413.923,,NORMAL
1788859455.354,2,3,-39.288,80.712,1,1.000,397.453,,NORMAL
1788859455.354,3,1,-46.367,73.633,1,0.800,406.209,,DEGRADED
1788859455.355,3,2,-39.288,80.712,1,1.000,407.241,,NORMAL
1788859456.374,1,2,-39.303,80.697,1,1.000,399.216,,NORMAL
1788859456.374,1,3,-46.364,73.636,1,0.800,400.424,,DEGRADED
1788859456.374,2,1,-39.303,80.697,1,1.000,413.251,,NORMAL
1788859456.374,2,3,-39.277,80.723,1,1.000,396.990,,NORMAL
1788859456.375,3,1,-46.364,73.636,1,1.000,400.678,,NORMAL
1788859456.375,3,2,-39.277,80.723,1,1.000,410.566,,NORMAL
1788859457.400,1,2,-39.303,80.697,1,1.000,400.383,,NORMAL
1788859457.400,1,3,-46.364,73.636,1,0.800,406.178,,DEGRADED
1788859457.401,2,1,-39.303,80.697,1,1.000,395.337,,NORMAL
1788859457.401,2,3,-39.277,80.723,1,1.000,412.806,,NORMAL
1788859457.401,3,1,-46.364,73.636,1,1.000,406.056,,NORMAL
1788859457.401,3,2,-39.277,80.723,1,1.000,406.794,,NORMAL
1788859458.433,1,2,-39.303,80.697,1,1.000,397.693,,NORMAL
1788859458.433,1,3,-46.364,73.636,1,0.800,413.124,,DEGRADED
1788859458.433,2,1,-39.303,80.697,1,1.000,412.358,,NORMAL
1788859458.433,2,3,-39.277,80.723,1,1.000,399.346,,NORMAL
1788859458.433,3,1,-46.364,73.636,1,1.000,397.200,,NORMAL
1788859458.434,3,2,-39.277,80.723,1,1.000,412.827,,NORMAL
1788859459.443,1,2,-39.303,80.697,1,1.000,407.557,,NORMAL
1788859459.443,1,3,-46.364,73.636,1,1.000,413.742,,NORMAL
1788859459.443,2,1,-39.303,80.697,1,1.000,414.668,,NORMAL
1788859459.444,2,3,-39.277,80.723,1,1.000,412.772,,NORMAL
1788859459.444,3,1,-46.364,73.636,1,1.000,409.875,,NORMAL
1788859459.444,3,2,-39.277,80.723,1,1.000,413.760,,NORMAL
1788859460.453,1,2,-39.288,80.712,1,1.000,412.425,,NORMAL
1788859460.453,1,3,-46.362,73.638,1,1.000,400.480,,NORMAL
1788859460.454,2,1,-39.288,80.712,1,1.000,397.306,,NORMAL
1788859460.454,2,3,-39.288,80.712,1,1.000,412.316,,NORMAL
1788859460.454,3,1,-46.362,73.638,1,1.000,411.476,,NORMAL
1788859460.455,3,2,-39.288,80.712,1,1.000,401.248,,NORMAL
1788859461.455,1,2,-39.288,80.712,1,1.000,399.696,,NORMAL
1788859461.456,1,3,-46.362,73.638,1,1.000,399.007,,NORMAL
1788859461.456,2,1,-39.288,80.712,1,1.000,412.431,,NORMAL
1788859461.456,2,3,-39.288,80.712,0,0.800,400.727,channel_loss,DEGRADED
1788859461.456,2,1,-39.288,80.712,1,1.000,403.138,,NORMAL
1788859461.456,1,3,-46.362,73.638,0,0.833,405.868,channel_loss,DEGRADED
1788859461.457,3,1,-46.362,73.638,0,0.800,397.451,channel_loss,DEGRADED
1788859461.458,3,2,-39.288,80.712,0,0.800,398.715,channel_loss,DEGRADED
1788859461.458,3,2,-39.288,80.712,0,0.667,400.453,channel_loss,DEGRADED
1788859461.458,3,1,-46.362,73.638,1,0.833,403.835,,DEGRADED
1788859461.458,1,2,-39.288,80.712,1,1.000,401.418,,NORMAL
1788859462.472,1,2,-39.293,80.707,1,1.000,405.373,,NORMAL
1788859462.473,1,3,-46.359,73.641,1,0.833,406.676,,DEGRADED
1788859462.473,2,1,-39.293,80.707,1,1.000,409.320,,NORMAL
1788859462.473,2,3,-39.277,80.723,1,0.800,413.656,,DEGRADED
1788859462.473,3,1,-46.359,73.641,1,0.833,409.533,,DEGRADED
1788859462.474,3,2,-39.277,80.723,1,0.667,408.557,,DEGRADED
1788859463.501,1,2,-39.288,80.712,1,1.000,396.544,,NORMAL
1788859463.501,1,3,-46.357,73.643,1,0.833,401.748,,DEGRADED
1788859463.502,2,1,-39.288,80.712,1,1.000,412.104,,NORMAL
1788859463.502,2,3,-39.277,80.723,1,0.800,401.150,,DEGRADED
1788859463.502,3,1,-46.357,73.643,1,0.833,403.312,,DEGRADED
1788859463.502,3,2,-39.277,80.723,1,0.667,401.057,,DEGRADED
1788859464.516,1,2,-39.288,80.712,1,1.000,403.553,,NORMAL
1788859464.517,1,3,-46.357,73.643,0,0.667,408.690,channel_loss,DEGRADED
1788859464.517,1,2,-39.288,80.712,1,1.000,407.454,,NORMAL
1788859464.517,2,3,-39.277,80.723,1,0.800,406.103,,DEGRADED
1788859464.517,2,1,-39.288,80.712,1,1.000,400.882,,NORMAL
1788859464.517,2,3,-39.277,80.723,1,0.800,406.744,,DEGRADED
1788859464.517,3,1,-46.357,73.643,1,0.800,404.444,,DEGRADED
1788859464.518,3,2,-39.277,80.723,1,0.600,399.418,,DEGRADED
1788859465.569,1,2,-39.282,80.718,1,1.000,413.168,,NORMAL
1788859465.569,1,3,-46.359,73.641,1,0.600,398.538,,DEGRADED
1788859465.569,2,1,-39.282,80.718,1,1.000,405.453,,NORMAL
1788859465.569,2,3,-39.288,80.712,1,1.000,401.848,,NORMAL
1788859465.570,3,1,-46.359,73.641,1,0.833,410.167,,DEGRADED
1788859465.570,3,2,-39.288,80.712,1,0.667,399.637,,DEGRADED
1788859466.602,1,2,-39.288,80.712,1,1.000,395.633,,NORMAL
1788859466.602,1,3,-46.362,73.638,1,0.800,404.647,,DEGRADED
1788859466.602,2,1,-39.288,80.712,1,1.000,396.601,,NORMAL
1788859466.603,2,3,-39.288,80.712,1,1.000,407.739,,NORMAL
1788859466.603,3,1,-46.362,73.638,1,1.000,409.071,,NORMAL
1788859466.603,3,2,-39.288,80.712,1,1.000,400.024,,NORMAL
1788859467.619,1,2,-39.293,80.707,1,1.000,395.255,,NORMAL
1788859467.619,1,3,-46.367,73.633,1,0.800,410.545,,DEGRADED
1788859467.620,2,1,-39.293,80.707,1,1.000,403.647,,NORMAL
1788859467.620,2,3,-39.293,80.707,1,1.000,414.303,,NORMAL
1788859467.620,3,1,-46.367,73.633,1,1.000,396.148,,NORMAL
1788859467.620,3,2,-39.293,80.707,1,1.000,412.111,,NORMAL
1788859468.627,1,2,-39.293,80.707,1,1.000,411.172,,NORMAL
1788859468.627,1,3,-46.364,73.636,1,0.800,414.902,,DEGRADED
1788859468.627,2,1,-39.293,80.707,1,1.000,414.145,,NORMAL
1788859468.628,2,3,-39.288,80.712,1,1.000,407.397,,NORMAL
1788859468.628,3,1,-46.364,73.636,1,1.000,405.240,,NORMAL
1788859468.628,3,2,-39.288,80.712,1,1.000,406.101,,NORMAL
1788859469.638,1,2,-39.298,80.702,1,1.000,410.017,,NORMAL
1788859469.638,1,3,-46.367,73.633,1,1.000,400.328,,NORMAL
1788859469.638,2,1,-39.298,80.702,1,1.000,407.897,,NORMAL
1788859469.638,2,3,-39.288,80.712,1,1.000,405.570,,NORMAL
1788859469.639,3,1,-46.367,73.633,1,1.000,400.636,,NORMAL
1788859469.639,3,2,-39.288,80.712,1,1.000,400.859,,NORMAL
1788859470.680,1,2,-39.294,80.706,1,1.000,401.538,,NORMAL
1788859470.680,1,3,-46.376,73.624,1,1.000,397.912,,NORMAL
1788859470.681,2,1,-39.294,80.706,1,1.000,409.023,,NORMAL
1788859470.681,2,3,-39.309,80.691,1,1.000,396.429,,NORMAL
1788859470.681,3,1,-46.376,73.624,1,1.000,405.996,,NORMAL
1788859470.681,3,2,-39.309,80.691,1,1.000,399.281,,NORMAL
1788859471.682,1,2,-39.296,80.704,1,1.000,413.241,,NORMAL
1788859471.682,1,3,-46.378,73.622,1,1.000,409.055,,NORMAL
1788859471.683,2,1,-39.296,80.704,1,1.000,410.456,,NORMAL
1788859471.683,2,3,-39.312,80.688,1,1.000,395.262,,NORMAL
1788859471.683,3,1,-46.378,73.622,1,1.000,410.214,,NORMAL
1788859471.683,3,2,-39.312,80.688,1,1.000,414.213,,NORMAL
1788859472.738,1,2,-39.307,80.693,1,1.000,410.094,,NORMAL
1788859472.739,1,3,-46.377,73.623,1,1.000,407.209,,NORMAL
1788859472.739,2,1,-39.307,80.693,1,1.000,399.532,,NORMAL
1788859472.739,2,3,-39.300,80.700,1,1.000,395.725,,NORMAL
1788859472.739,3,1,-46.377,73.623,1,1.000,408.727,,NORMAL
1788859472.739,3,2,-39.300,80.700,1,1.000,398.445,,NORMAL
1788859473.751,1,2,-39.314,80.686,1,1.000,397.697,,NORMAL
1788859473.751,1,3,-46.375,73.625,1,1.000,395.683,,NORMAL
1788859473.752,2,1,-39.314,80.686,1,1.000,406.432,,NORMAL
1788859473.752,2,3,-39.288,80.712,1,1.000,407.999,,NORMAL
1788859473.752,3,1,-46.375,73.625,1,1.000,404.378,,NORMAL
1788859473.752,3,2,-39.288,80.712,1,1.000,402.726,,NORMAL
1788859474.770,1,2,-39.328,80.672,1,1.000,401.681,,NORMAL
1788859474.771,1,3,-46.373,73.627,1,1.000,402.727,,NORMAL
1788859474.771,2,1,-39.328,80.672,1,1.000,411.783,,NORMAL
1788859474.771,2,3,-39.270,80.730,1,1.000,396.782,,NORMAL
1788859474.771,3,1,-46.373,73.627,1,1.000,405.932,,NORMAL
1788859474.771,3,2,-39.270,80.730,0,0.800,402.143,channel_loss,DEGRADED
1788859474.771,3,1,-46.373,73.627,1,1.000,410.769,,NORMAL
1788859474.771,1,2,-39.328,80.672,1,1.000,410.229,,NORMAL
1788859475.791,1,2,-39.333,80.667,0,0.833,399.131,channel_loss,DEGRADED
1788859475.791,1,3,-46.374,73.626,1,1.000,398.192,,NORMAL
1788859475.791,3,2,-39.266,80.734,1,0.833,408.533,,DEGRADED
1788859475.791,1,3,-46.374,73.626,1,1.000,399.503,,NORMAL
1788859475.791,2,1,-39.333,80.667,1,1.000,410.482,,NORMAL
1788859475.791,2,3,-39.266,80.734,1,1.000,407.289,,NORMAL
1788859475.792,3,1,-46.374,73.626,1,1.000,397.435,,NORMAL
1788859475.792,3,2,-39.266,80.734,1,0.833,414.438,,DEGRADED
1788859476.802,1,2,-39.323,80.677,1,0.833,395.658,,DEGRADED
1788859476.802,1,3,-46.371,73.629,1,1.000,408.691,,NORMAL
1788859476.802,2,1,-39.323,80.677,0,0.800,403.077,channel_loss,DEGRADED
1788859476.802,2,3,-39.270,80.730,1,1.000,396.664,,NORMAL
1788859476.802,3,1,-46.371,73.629,1,1.000,407.689,,NORMAL
1788859476.802,2,3,-39.270,80.730,1,1.000,410.594,,NORMAL
1788859476.802,3,1,-46.371,73.629,1,1.000,407.152,,NORMAL
1788859476.802,3,2,-39.270,80.730,1,0.800,414.821,,DEGRADED
1788859477.849,1,2,-39.308,80.692,1,0.800,402.088,,DEGRADED
1788859477.850,1,3,-46.367,73.633,1,1.000,402.556,,NORMAL
1788859477.850,2,1,-39.308,80.692,1,0.750,401.969,,DEGRADED
1788859477.850,2,3,-39.277,80.723,1,1.000,411.591,,NORMAL
1788859477.850,3,1,-46.367,73.633,1,1.000,414.360,,NORMAL
1788859477.850,3,2,-39.277,80.723,1,0.800,411.718,,DEGRADED
1788859478.898,1,2,-39.293,80.707,1,0.800,403.854,,DEGRADED
1788859478.898,1,3,-46.364,73.636,1,1.000,414.454,,NORMAL
1788859478.899,2,1,-39.293,80.707,1,0.750,411.308,,DEGRADED
1788859478.899,2,3,-39.286,80.714,1,1.000,404.814,,NORMAL
1788859478.899,3,1,-46.364,73.636,1,1.000,409.765,,NORMAL
1788859478.899,3,2,-39.286,80.714,1,1.000,412.178,,NORMAL
1788859479.923,1,2,-39.283,80.717,1,0.833,396.877,,DEGRADED
1788859479.923,1,3,-46.365,73.635,1,1.000,400.021,,NORMAL
1788859479.923,2,1,-39.283,80.717,1,0.800,407.351,,DEGRADED
1788859479.923,2,3,-39.300,80.700,1,1.000,395.718,,NORMAL
1788859479.924,3,1,-46.365,73.635,1,1.000,398.781,,NORMAL
1788859479.924,3,2,-39.300,80.700,1,1.000,411.101,,NORMAL
1788859480.949,1,2,-39.278,80.722,1,1.000,412.750,,NORMAL
1788859480.950,1,3,-46.363,73.637,1,1.000,400.669,,NORMAL
1788859480.950,2,1,-39.278,80.722,1,0.800,414.105,,DEGRADED
1788859480.950,2,3,-39.299,80.701,1,1.000,409.546,,NORMAL
1788859480.950,3,1,-46.363,73.637,1,1.000,410.307,,NORMAL
1788859480.950,3,2,-39.299,80.701,1,1.000,408.062,,NORMAL
1788859481.950,1,2,-39.286,80.714,1,1.000,411.003,,NORMAL
1788859481.950,1,3,-46.361,73.639,1,1.000,399.576,,NORMAL
1788859481.951,2,1,-39.286,80.714,1,1.000,401.268,,NORMAL
1788859481.951,2,3,-39.289,80.711,1,1.000,404.609,,NORMAL
1788859481.951,3,1,-46.361,73.639,1,1.000,403.654,,NORMAL
1788859481.951,3,2,-39.289,80.711,1,1.000,401.760,,NORMAL
1788859482.953,1,2,-39.289,80.711,1,1.000,400.562,,NORMAL
1788859482.954,1,3,-46.359,73.641,1,1.000,397.557,,NORMAL
1788859482.954,2,1,-39.289,80.711,1,1.000,397.535,,NORMAL
1788859482.954,2,3,-39.284,80.716,1,1.000,410.388,,NORMAL
1788859482.954,3,1,-46.359,73.641,1,1.000,399.472,,NORMAL
1788859482.954,3,2,-39.284,80.716,1,1.000,409.636,,NORMAL
1788859483.955,1,2,-39.293,80.707,0,0.800,405.637,channel_loss,DEGRADED
1788859483.955,1,3,-46.362,73.638,1,1.000,397.155,,NORMAL
1788859483.955,3,2,-39.289,80.711,1,1.000,399.694,,NORMAL
1788859483.955,1,3,-46.362,73.638,1,1.000,395.427,,NORMAL
1788859483.956,2,1,-39.293,80.707,1,1.000,400.630,,NORMAL
1788859483.956,2,3,-39.289,80.711,0,0.800,406.211,channel_loss,DEGRADED
1788859483.956,2,1,-39.293,80.707,1,1.000,397.670,,NORMAL
1788859483.956,1,3,-46.362,73.638,1,1.000,404.962,,NORMAL
1788859483.957,3,1,-46.362,73.638,1,1.000,406.625,,NORMAL
1788859483.957,3,2,-39.289,80.711,1,1.000,403.953,,NORMAL
1788859484.996,1,2,-39.306,80.694,1,0.800,396.172,,DEGRADED
1788859484.997,1,3,-46.367,73.633,0,0.857,404.699,channel_loss,NORMAL
1788859484.997,1,2,-39.306,80.694,1,0.800,403.158,,DEGRADED
1788859484.997,2,3,-39.293,80.707,1,0.800,407.733,,DEGRADED
1788859484.997,2,1,-39.306,80.694,1,1.000,398.128,,NORMAL
1788859484.997,2,3,-39.293,80.707,1,0.800,401.221,,DEGRADED
1788859484.998,3,1,-46.367,73.633,0,0.750,397.513,channel_loss,DEGRADED
1788859484.998,3,2,-39.293,80.707,1,1.000,407.270,,NORMAL
1788859484.998,2,1,-39.306,80.694,1,1.000,399.658,,NORMAL
1788859484.998,3,2,-39.293,80.707,1,1.000,404.154,,NORMAL
1788859486.051,1,2,-39.330,80.670,1,0.800,412.347,,DEGRADED
1788859486.051,1,3,-46.365,73.635,0,0.667,401.252,channel_loss,DEGRADED
1788859486.051,1,2,-39.330,80.670,1,0.833,407.337,,DEGRADED
1788859486.052,2,3,-39.286,80.714,1,0.800,414.096,,DEGRADED
1788859486.052,2,1,-39.330,80.670,1,1.000,399.365,,NORMAL
1788859486.052,2,3,-39.286,80.714,1,0.833,398.285,,DEGRADED
1788859486.052,3,1,-46.365,73.635,1,0.750,396.645,,DEGRADED
1788859486.052,3,2,-39.286,80.714,1,1.000,404.154,,NORMAL
1788859487.086,1,2,-39.359,80.641,1,0.833,400.969,,DEGRADED
1788859487.086,1,3,-46.360,73.640,1,0.667,409.283,,DEGRADED
1788859487.086,2,1,-39.359,80.641,1,1.000,404.225,,NORMAL
1788859487.086,2,3,-39.276,80.724,1,0.833,413.622,,DEGRADED
1788859487.086,3,1,-46.360,73.640,1,0.750,407.645,,DEGRADED
1788859487.087,3,2,-39.276,80.724,1,1.000,413.817,,NORMAL
1788859488.092,1,2,-39.402,80.598,1,1.000,406.035,,NORMAL
1788859488.092,1,3,-46.372,73.628,1,0.600,413.312,,DEGRADED
1788859488.092,2,1,-39.402,80.598,1,1.000,396.572,,NORMAL
1788859488.092,2,3,-39.279,80.721,1,1.000,401.296,,NORMAL
1788859488.093,3,1,-46.372,73.628,1,0.750,406.528,,DEGRADED
1788859488.093,3,2,-39.279,80.721,1,1.000,397.631,,NORMAL
1788859489.132,1,2,-39.467,80.533,1,1.000,409.139,,NORMAL
1788859489.132,1,3,-46.390,73.610,0,0.500,405.154,channel_loss,DEGRADED
1788859489.132,1,2,-39.467,80.533,1,1.000,396.753,,NORMAL
1788859489.133,2,3,-39.289,80.711,1,1.000,403.785,,NORMAL
1788859489.133,2,1,-39.467,80.533,1,1.000,400.151,,NORMAL
1788859489.133,2,3,-39.289,80.711,1,1.000,414.382,,NORMAL
1788859489.133,3,1,-46.390,73.610,1,1.000,406.648,,NORMAL
1788859489.133,3,2,-39.289,80.711,0,0.800,415.135,channel_loss,DEGRADED
1788859489.133,3,1,-46.390,73.610,1,1.000,400.534,,NORMAL
1788859489.134,1,2,-39.467,80.533,1,1.000,410.269,,NORMAL
1788859490.170,1,2,-39.523,80.477,1,1.000,408.174,,NORMAL
1788859490.170,1,3,-46.408,73.592,1,0.750,398.774,,DEGRADED
1788859490.171,2,1,-39.523,80.477,1,1.000,407.840,,NORMAL
1788859490.171,2,3,-39.282,80.718,1,1.000,396.969,,NORMAL
1788859490.171,3,1,-46.408,73.592,1,1.000,401.810,,NORMAL
1788859490.171,3,2,-39.282,80.718,1,0.800,412.299,,DEGRADED
1788859491.191,1,2,-39.558,80.442,1,1.000,409.018,,NORMAL
1788859491.192,1,3,-46.433,73.567,1,0.800,414.048,,DEGRADED
1788859491.192,2,1,-39.558,80.442,1,1.000,406.146,,NORMAL
